,doc,obs,pred
133,286508newsML.txt,EdnaFernandes,EdnaFernandes
134,290492newsML.txt,EdnaFernandes,EdnaFernandes
135,297212newsML.txt,EdnaFernandes,EdnaFernandes
136,298705newsML.txt,EdnaFernandes,BradDorfman
137,299970newsML.txt,EdnaFernandes,LynnleyBrowning
138,303604newsML.txt,EdnaFernandes,DavidLawder
139,303705newsML.txt,EdnaFernandes,EdnaFernandes
140,308096newsML.txt,EdnaFernandes,AaronPressman
141,309658newsML.txt,EdnaFernandes,EdnaFernandes
142,309691newsML.txt,EdnaFernandes,EdnaFernandes
143,31097newsML.txt,EdnaFernandes,EdnaFernandes
144,311197newsML.txt,EdnaFernandes,EdnaFernandes
145,311202newsML.txt,EdnaFernandes,AlanCrosby
146,312577newsML.txt,EdnaFernandes,EdnaFernandes
147,313399newsML.txt,EdnaFernandes,EdnaFernandes
148,314446newsML.txt,EdnaFernandes,EdnaFernandes
149,319311newsML.txt,EdnaFernandes,AlexanderSmith
150,320924newsML.txt,EdnaFernandes,HeatherScoffield
151,322428newsML.txt,EdnaFernandes,BernardHickey
152,327640newsML.txt,EdnaFernandes,DavidLawder
153,32950newsML.txt,EdnaFernandes,EdnaFernandes
154,331632newsML.txt,EdnaFernandes,JimGilchrist
155,331647newsML.txt,EdnaFernandes,AlexanderSmith
156,337133newsML.txt,EdnaFernandes,EdnaFernandes
157,343315newsML.txt,EdnaFernandes,EdnaFernandes
158,344955newsML.txt,EdnaFernandes,JimGilchrist
159,347916newsML.txt,EdnaFernandes,AlexanderSmith
160,351972newsML.txt,EdnaFernandes,EdnaFernandes
161,352437newsML.txt,EdnaFernandes,EdnaFernandes
162,352479newsML.txt,EdnaFernandes,EdnaFernandes
163,355041newsML.txt,EdnaFernandes,JoeOrtiz
164,358016newsML.txt,EdnaFernandes,AlexanderSmith
165,36015newsML.txt,EdnaFernandes,EdnaFernandes
166,314122newsML.txt,EricAuchard,EricAuchard
167,316916newsML.txt,EricAuchard,DavidLawder
168,320619newsML.txt,EricAuchard,AlexanderSmith
169,323831newsML.txt,EricAuchard,EricAuchard
170,326019newsML.txt,EricAuchard,EricAuchard
171,328845newsML.txt,EricAuchard,DarrenSchuettler
172,330573newsML.txt,EricAuchard,EdnaFernandes
173,331353newsML.txt,EricAuchard,EricAuchard
174,331809newsML.txt,EricAuchard,DavidLawder
175,333922newsML.txt,EricAuchard,EricAuchard
176,337716newsML.txt,EricAuchard,EricAuchard
177,337934newsML.txt,EricAuchard,EricAuchard
178,353279newsML.txt,EricAuchard,DarrenSchuettler
179,356361newsML.txt,EricAuchard,EricAuchard
180,365349newsML.txt,EricAuchard,BernardHickey
181,367137newsML.txt,EricAuchard,EricAuchard
182,367764newsML.txt,EricAuchard,EdnaFernandes
183,374573newsML.txt,EricAuchard,KouroshKarimkhany
184,382287newsML.txt,EricAuchard,EricAuchard
185,382538newsML.txt,EricAuchard,AaronPressman
186,403143newsML.txt,EricAuchard,EricAuchard
187,404458newsML.txt,EricAuchard,MatthewBunce
188,406430newsML.txt,EricAuchard,DarrenSchuettler
189,407529newsML.txt,EricAuchard,PatriciaCommins
190,408364newsML.txt,EricAuchard,EricAuchard
191,408417newsML.txt,EricAuchard,AaronPressman
192,409470newsML.txt,EricAuchard,TimFarrand
193,412609newsML.txt,EricAuchard,EdnaFernandes
194,416785newsML.txt,EricAuchard,EricAuchard
195,418649newsML.txt,EricAuchard,EricAuchard
196,418918newsML.txt,EricAuchard,BradDorfman
197,431230newsML.txt,EricAuchard,DarrenSchuettler
198,456216newsML.txt,EricAuchard,EricAuchard
199,457017newsML.txt,EricAuchard,RogerFillion
200,459981newsML.txt,EricAuchard,EricAuchard
201,465164newsML.txt,EricAuchard,EricAuchard
202,470368newsML.txt,EricAuchard,KeithWeir
203,482711newsML.txt,EricAuchard,KirstinRidley
204,483679newsML.txt,EricAuchard,EricAuchard
205,515983newsML.txt,EricAuchard,EricAuchard
206,517487newsML.txt,EricAuchard,EricAuchard
207,517645newsML.txt,EricAuchard,EricAuchard
208,523278newsML.txt,EricAuchard,EricAuchard
209,524749newsML.txt,EricAuchard,EricAuchard
210,525445newsML.txt,EricAuchard,EricAuchard
211,535691newsML.txt,EricAuchard,KirstinRidley
212,539148newsML.txt,EricAuchard,EricAuchard
213,553647newsML.txt,EricAuchard,EricAuchard
214,556113newsML.txt,EricAuchard,EricAuchard
215,561840newsML.txt,EricAuchard,DavidLawder
216,409078newsML.txt,FumikoFujisaki,EdnaFernandes
217,416452newsML.txt,FumikoFujisaki,FumikoFujisaki
218,424005newsML.txt,FumikoFujisaki,FumikoFujisaki
219,425242newsML.txt,FumikoFujisaki,KevinMorrison
220,426619newsML.txt,FumikoFujisaki,FumikoFujisaki
221,426818newsML.txt,FumikoFujisaki,DarrenSchuettler
222,430318newsML.txt,FumikoFujisaki,FumikoFujisaki
223,431490newsML.txt,FumikoFujisaki,FumikoFujisaki
224,434737newsML.txt,FumikoFujisaki,FumikoFujisaki
225,434895newsML.txt,FumikoFujisaki,HeatherScoffield
226,439472newsML.txt,FumikoFujisaki,KevinDrawbaugh
227,444226newsML.txt,FumikoFujisaki,DarrenSchuettler
228,444478newsML.txt,FumikoFujisaki,FumikoFujisaki
229,451574newsML.txt,FumikoFujisaki,DarrenSchuettler
230,453008newsML.txt,FumikoFujisaki,BernardHickey
231,459301newsML.txt,FumikoFujisaki,MarkBendeich
232,461020newsML.txt,FumikoFujisaki,FumikoFujisaki
233,466046newsML.txt,FumikoFujisaki,FumikoFujisaki
234,466072newsML.txt,FumikoFujisaki,FumikoFujisaki
235,466141newsML.txt,FumikoFujisaki,FumikoFujisaki
236,466152newsML.txt,FumikoFujisaki,FumikoFujisaki
237,470830newsML.txt,FumikoFujisaki,AaronPressman
238,471889newsML.txt,FumikoFujisaki,FumikoFujisaki
239,478879newsML.txt,FumikoFujisaki,FumikoFujisaki
240,478956newsML.txt,FumikoFujisaki,DarrenSchuettler
241,480205newsML.txt,FumikoFujisaki,FumikoFujisaki
242,480475newsML.txt,FumikoFujisaki,FumikoFujisaki
243,480704newsML.txt,FumikoFujisaki,BernardHickey
244,481554newsML.txt,FumikoFujisaki,EricAuchard
245,484440newsML.txt,FumikoFujisaki,DarrenSchuettler
246,498288newsML.txt,FumikoFujisaki,FumikoFujisaki
247,501445newsML.txt,FumikoFujisaki,BernardHickey
248,523200newsML.txt,FumikoFujisaki,FumikoFujisaki
249,524689newsML.txt,FumikoFujisaki,FumikoFujisaki
250,527900newsML.txt,FumikoFujisaki,FumikoFujisaki
251,527978newsML.txt,FumikoFujisaki,FumikoFujisaki
252,529679newsML.txt,FumikoFujisaki,FumikoFujisaki
253,529934newsML.txt,FumikoFujisaki,DavidLawder
254,535556newsML.txt,FumikoFujisaki,FumikoFujisaki
255,535596newsML.txt,FumikoFujisaki,FumikoFujisaki
256,539068newsML.txt,FumikoFujisaki,FumikoFujisaki
257,541159newsML.txt,FumikoFujisaki,FumikoFujisaki
258,566173newsML.txt,FumikoFujisaki,BernardHickey
259,572232newsML.txt,FumikoFujisaki,BernardHickey
260,576026newsML.txt,FumikoFujisaki,AaronPressman
261,577818newsML.txt,FumikoFujisaki,EdnaFernandes
262,579074newsML.txt,FumikoFujisaki,FumikoFujisaki
263,579118newsML.txt,FumikoFujisaki,FumikoFujisaki
264,579138newsML.txt,FumikoFujisaki,FumikoFujisaki
265,582428newsML.txt,FumikoFujisaki,TimFarrand
266,280506newsML.txt,GrahamEarnshaw,KevinDrawbaugh
267,282033newsML.txt,GrahamEarnshaw,GrahamEarnshaw
268,282596newsML.txt,GrahamEarnshaw,GrahamEarnshaw
269,282943newsML.txt,GrahamEarnshaw,RogerFillion
270,286622newsML.txt,GrahamEarnshaw,GrahamEarnshaw
271,289721newsML.txt,GrahamEarnshaw,GrahamEarnshaw
272,295075newsML.txt,GrahamEarnshaw,GrahamEarnshaw
273,29583newsML.txt,GrahamEarnshaw,GrahamEarnshaw
274,297901newsML.txt,GrahamEarnshaw,DavidLawder
275,297963newsML.txt,GrahamEarnshaw,GrahamEarnshaw
276,300593newsML.txt,GrahamEarnshaw,GrahamEarnshaw
277,302826newsML.txt,GrahamEarnshaw,DavidLawder
278,302877newsML.txt,GrahamEarnshaw,GrahamEarnshaw
279,307358newsML.txt,GrahamEarnshaw,GrahamEarnshaw
280,311848newsML.txt,GrahamEarnshaw,JimGilchrist
281,313680newsML.txt,GrahamEarnshaw,GrahamEarnshaw
282,316210newsML.txt,GrahamEarnshaw,GrahamEarnshaw
283,316849newsML.txt,GrahamEarnshaw,KirstinRidley
284,319987newsML.txt,GrahamEarnshaw,BenjaminKangLim
285,323070newsML.txt,GrahamEarnshaw,GrahamEarnshaw
286,323511newsML.txt,GrahamEarnshaw,GrahamEarnshaw
287,329312newsML.txt,GrahamEarnshaw,EricAuchard
288,332361newsML.txt,GrahamEarnshaw,GrahamEarnshaw
289,336170newsML.txt,GrahamEarnshaw,GrahamEarnshaw
290,336225newsML.txt,GrahamEarnshaw,LynneO'Donnell
291,336525newsML.txt,GrahamEarnshaw,GrahamEarnshaw
292,339247newsML.txt,GrahamEarnshaw,GrahamEarnshaw
293,340760newsML.txt,GrahamEarnshaw,GrahamEarnshaw
294,342423newsML.txt,GrahamEarnshaw,GrahamEarnshaw
295,348646newsML.txt,GrahamEarnshaw,GrahamEarnshaw
296,380091newsML.txt,GrahamEarnshaw,EdnaFernandes
297,381277newsML.txt,GrahamEarnshaw,GrahamEarnshaw
298,382223newsML.txt,GrahamEarnshaw,GrahamEarnshaw
299,382233newsML.txt,GrahamEarnshaw,MarkBendeich
300,387985newsML.txt,GrahamEarnshaw,PeterHumphrey
301,392139newsML.txt,GrahamEarnshaw,AlanCrosby
302,392211newsML.txt,GrahamEarnshaw,GrahamEarnshaw
303,394093newsML.txt,GrahamEarnshaw,GrahamEarnshaw
304,395461newsML.txt,GrahamEarnshaw,GrahamEarnshaw
305,395486newsML.txt,GrahamEarnshaw,GrahamEarnshaw
306,395507newsML.txt,GrahamEarnshaw,JaneMacartney
307,395978newsML.txt,GrahamEarnshaw,GrahamEarnshaw
308,396702newsML.txt,GrahamEarnshaw,GrahamEarnshaw
309,396708newsML.txt,GrahamEarnshaw,JaneMacartney
310,396738newsML.txt,GrahamEarnshaw,GrahamEarnshaw
311,399045newsML.txt,GrahamEarnshaw,GrahamEarnshaw
312,399060newsML.txt,GrahamEarnshaw,GrahamEarnshaw
313,399258newsML.txt,GrahamEarnshaw,GrahamEarnshaw
314,401087newsML.txt,GrahamEarnshaw,GrahamEarnshaw
315,404313newsML.txt,GrahamEarnshaw,GrahamEarnshaw
316,307647newsML.txt,HeatherScoffield,HeatherScoffield
317,309320newsML.txt,HeatherScoffield,HeatherScoffield
318,321033newsML.txt,HeatherScoffield,HeatherScoffield
319,337165newsML.txt,HeatherScoffield,DavidLawder
320,33960newsML.txt,HeatherScoffield,DavidLawder
321,34118newsML.txt,HeatherScoffield,HeatherScoffield
322,356586newsML.txt,HeatherScoffield,DavidLawder
323,359796newsML.txt,HeatherScoffield,DarrenSchuettler
324,362276newsML.txt,HeatherScoffield,HeatherScoffield
325,363771newsML.txt,HeatherScoffield,HeatherScoffield
326,381783newsML.txt,HeatherScoffield,HeatherScoffield
327,386076newsML.txt,HeatherScoffield,HeatherScoffield
328,405241newsML.txt,HeatherScoffield,HeatherScoffield
329,409946newsML.txt,HeatherScoffield,MarcelMichelson
330,426025newsML.txt,HeatherScoffield,AaronPressman
331,43373newsML.txt,HeatherScoffield,HeatherScoffield
332,43378newsML.txt,HeatherScoffield,HeatherScoffield
333,458616newsML.txt,HeatherScoffield,KarlPenhaul
334,459013newsML.txt,HeatherScoffield,HeatherScoffield
335,459927newsML.txt,HeatherScoffield,HeatherScoffield
336,471524newsML.txt,HeatherScoffield,HeatherScoffield
337,48320newsML.txt,HeatherScoffield,BernardHickey
338,483976newsML.txt,HeatherScoffield,HeatherScoffield
339,48870newsML.txt,HeatherScoffield,LydiaZajc
340,4951newsML.txt,HeatherScoffield,AlanCrosby
341,496213newsML.txt,HeatherScoffield,JimGilchrist
342,531412newsML.txt,HeatherScoffield,BradDorfman
343,534980newsML.txt,HeatherScoffield,HeatherScoffield
344,540018newsML.txt,HeatherScoffield,HeatherScoffield
345,543313newsML.txt,HeatherScoffield,EdnaFernandes
346,546238newsML.txt,HeatherScoffield,HeatherScoffield
347,55336newsML.txt,HeatherScoffield,FumikoFujisaki
348,554418newsML.txt,HeatherScoffield,EdnaFernandes
349,555389newsML.txt,HeatherScoffield,AlexanderSmith
350,559153newsML.txt,HeatherScoffield,KarlPenhaul
351,562336newsML.txt,HeatherScoffield,HeatherScoffield
352,568902newsML.txt,HeatherScoffield,HeatherScoffield
353,570410newsML.txt,HeatherScoffield,FumikoFujisaki
354,571281newsML.txt,HeatherScoffield,HeatherScoffield
355,574091newsML.txt,HeatherScoffield,HeatherScoffield
356,574092newsML.txt,HeatherScoffield,HeatherScoffield
357,574094newsML.txt,HeatherScoffield,AlexanderSmith
358,574097newsML.txt,HeatherScoffield,HeatherScoffield
359,578594newsML.txt,HeatherScoffield,JaneMacartney
360,584216newsML.txt,HeatherScoffield,BenjaminKangLim
361,584217newsML.txt,HeatherScoffield,HeatherScoffield
362,589583newsML.txt,HeatherScoffield,HeatherScoffield
363,597370newsML.txt,HeatherScoffield,AaronPressman
364,60232newsML.txt,HeatherScoffield,DarrenSchuettler
365,608139newsML.txt,HeatherScoffield,DarrenSchuettler
366,301684newsML.txt,JaneMacartney,DarrenSchuettler
367,301707newsML.txt,JaneMacartney,BenjaminKangLim
368,305714newsML.txt,JaneMacartney,JaneMacartney
369,307319newsML.txt,JaneMacartney,DarrenSchuettler
370,310150newsML.txt,JaneMacartney,PeterHumphrey
371,310425newsML.txt,JaneMacartney,JohnMastrini
372,311877newsML.txt,JaneMacartney,DavidLawder
373,314873newsML.txt,JaneMacartney,JaneMacartney
374,316240newsML.txt,JaneMacartney,JaneMacartney
375,333529newsML.txt,JaneMacartney,HeatherScoffield
376,333545newsML.txt,JaneMacartney,PeterHumphrey
377,334756newsML.txt,JaneMacartney,JaneMacartney
378,336162newsML.txt,JaneMacartney,HeatherScoffield
379,339320newsML.txt,JaneMacartney,JaneMacartney
380,340691newsML.txt,JaneMacartney,JaneMacartney
381,340765newsML.txt,JaneMacartney,AlexanderSmith
382,345343newsML.txt,JaneMacartney,JaneMacartney
383,348416newsML.txt,JaneMacartney,EricAuchard
384,349275newsML.txt,JaneMacartney,JaneMacartney
385,349292newsML.txt,JaneMacartney,JaneMacartney
386,349859newsML.txt,JaneMacartney,EdnaFernandes
387,358766newsML.txt,JaneMacartney,JohnMastrini
388,361969newsML.txt,JaneMacartney,BenjaminKangLim
389,377239newsML.txt,JaneMacartney,MureDickie
390,381241newsML.txt,JaneMacartney,JaneMacartney
391,381265newsML.txt,JaneMacartney,JaneMacartney
392,382170newsML.txt,JaneMacartney,JaneMacartney
393,382203newsML.txt,JaneMacartney,JaneMacartney
394,382978newsML.txt,JaneMacartney,JaneMacartney
395,384662newsML.txt,JaneMacartney,JaneMacartney
396,384664newsML.txt,JaneMacartney,JaneMacartney
397,386237newsML.txt,JaneMacartney,JaneMacartney
398,386417newsML.txt,JaneMacartney,JaneMacartney
399,387943newsML.txt,JaneMacartney,PeterHumphrey
400,387947newsML.txt,JaneMacartney,JaneMacartney
401,387960newsML.txt,JaneMacartney,FumikoFujisaki
402,389477newsML.txt,JaneMacartney,BernardHickey
403,389638newsML.txt,JaneMacartney,JaneMacartney
404,392186newsML.txt,JaneMacartney,JaneMacartney
405,392463newsML.txt,JaneMacartney,JaneMacartney
406,392533newsML.txt,JaneMacartney,JaneMacartney
407,394077newsML.txt,JaneMacartney,JaneMacartney
408,395468newsML.txt,JaneMacartney,JaneMacartney
409,395516newsML.txt,JaneMacartney,JaneMacartney
410,395810newsML.txt,JaneMacartney,ScottHillis
411,396202newsML.txt,JaneMacartney,JaneMacartney
412,396203newsML.txt,JaneMacartney,EdnaFernandes
413,396370newsML.txt,JaneMacartney,JaneMacartney
414,396697newsML.txt,JaneMacartney,JaneMacartney
415,396731newsML.txt,JaneMacartney,JaneMacartney
416,308071newsML.txt,JanLopatka,JanLopatka
417,308330newsML.txt,JanLopatka,JanLopatka
418,31233newsML.txt,JanLopatka,JanLopatka
419,31240newsML.txt,JanLopatka,JanLopatka
420,31422newsML.txt,JanLopatka,JanLopatka
421,31429newsML.txt,JanLopatka,JanLopatka
422,320889newsML.txt,JanLopatka,JanLopatka
423,320901newsML.txt,JanLopatka,JanLopatka
424,321155newsML.txt,JanLopatka,JanLopatka
425,321203newsML.txt,JanLopatka,JanLopatka
426,322938newsML.txt,JanLopatka,JanLopatka
427,346501newsML.txt,JanLopatka,TimFarrand
428,346547newsML.txt,JanLopatka,JanLopatka
429,368847newsML.txt,JanLopatka,JanLopatka
430,368856newsML.txt,JanLopatka,JanLopatka
431,369118newsML.txt,JanLopatka,GrahamEarnshaw
432,370111newsML.txt,JanLopatka,JanLopatka
433,371688newsML.txt,JanLopatka,HeatherScoffield
434,371984newsML.txt,JanLopatka,JanLopatka
435,375073newsML.txt,JanLopatka,FumikoFujisaki
436,377995newsML.txt,JanLopatka,GrahamEarnshaw
437,40994newsML.txt,JanLopatka,JanLopatka
438,42676newsML.txt,JanLopatka,JanLopatka
439,446351newsML.txt,JanLopatka,JanLopatka
440,446630newsML.txt,JanLopatka,DarrenSchuettler
441,452582newsML.txt,JanLopatka,JanLopatka
442,455793newsML.txt,JanLopatka,BenjaminKangLim
443,45921newsML.txt,JanLopatka,BernardHickey
444,462517newsML.txt,JanLopatka,FumikoFujisaki
445,464488newsML.txt,JanLopatka,FumikoFujisaki
446,465505newsML.txt,JanLopatka,FumikoFujisaki
447,467480newsML.txt,JanLopatka,FumikoFujisaki
448,471677newsML.txt,JanLopatka,MarkBendeich
449,474165newsML.txt,JanLopatka,JanLopatka
450,481273newsML.txt,JanLopatka,JanLopatka
451,48998newsML.txt,JanLopatka,EdnaFernandes
452,49058newsML.txt,JanLopatka,JanLopatka
453,493334newsML.txt,JanLopatka,DavidLawder
454,494486newsML.txt,JanLopatka,JanLopatka
455,495089newsML.txt,JanLopatka,JanLopatka
456,495103newsML.txt,JanLopatka,JanLopatka
457,505962newsML.txt,JanLopatka,DavidLawder
458,508615newsML.txt,JanLopatka,JanLopatka
459,511360newsML.txt,JanLopatka,JanLopatka
460,512860newsML.txt,JanLopatka,JanLopatka
461,519868newsML.txt,JanLopatka,JoeOrtiz
462,520213newsML.txt,JanLopatka,JoeOrtiz
463,52562newsML.txt,JanLopatka,JanLopatka
464,538636newsML.txt,JanLopatka,JanLopatka
465,5455newsML.txt,JanLopatka,MatthewBunce
466,217251newsML.txt,JimGilchrist,AlanCrosby
467,217288newsML.txt,JimGilchrist,JimGilchrist
468,220108newsML.txt,JimGilchrist,JimGilchrist
469,220114newsML.txt,JimGilchrist,JimGilchrist
470,221614newsML.txt,JimGilchrist,JimGilchrist
471,222794newsML.txt,JimGilchrist,JimGilchrist
472,228366newsML.txt,JimGilchrist,JimGilchrist
473,231094newsML.txt,JimGilchrist,SarahDavison
474,231095newsML.txt,JimGilchrist,JimGilchrist
475,232779newsML.txt,JimGilchrist,JimGilchrist
476,234043newsML.txt,JimGilchrist,JimGilchrist
477,234051newsML.txt,JimGilchrist,JimGilchrist
478,234052newsML.txt,JimGilchrist,JimGilchrist
479,234053newsML.txt,JimGilchrist,JimGilchrist
480,236935newsML.txt,JimGilchrist,JimGilchrist
481,236941newsML.txt,JimGilchrist,JimGilchrist
482,239869newsML.txt,JimGilchrist,AlanCrosby
483,239874newsML.txt,JimGilchrist,JimGilchrist
484,246275newsML.txt,JimGilchrist,JimGilchrist
485,252104newsML.txt,JimGilchrist,JimGilchrist
486,252113newsML.txt,JimGilchrist,JimGilchrist
487,252143newsML.txt,JimGilchrist,AlexanderSmith
488,258609newsML.txt,JimGilchrist,JimGilchrist
489,258624newsML.txt,JimGilchrist,JimGilchrist
490,261243newsML.txt,JimGilchrist,JimGilchrist
491,264073newsML.txt,JimGilchrist,JimGilchrist
492,264074newsML.txt,JimGilchrist,JimGilchrist
493,267064newsML.txt,JimGilchrist,JimGilchrist
494,275058newsML.txt,JimGilchrist,JimGilchrist
495,275557newsML.txt,JimGilchrist,GrahamEarnshaw
