doc,obs,pred
552118newsML.txt,DarrenSchuettler,DarrenSchuettler
553292newsML.txt,DarrenSchuettler,DarrenSchuettler
554793newsML.txt,DarrenSchuettler,DarrenSchuettler
555580newsML.txt,DarrenSchuettler,DarrenSchuettler
557176newsML.txt,DarrenSchuettler,HeatherScoffield
558717newsML.txt,DarrenSchuettler,DarrenSchuettler
559158newsML.txt,DarrenSchuettler,DarrenSchuettler
560178newsML.txt,DarrenSchuettler,DarrenSchuettler
561091newsML.txt,DarrenSchuettler,DarrenSchuettler
561128newsML.txt,DarrenSchuettler,DarrenSchuettler
561518newsML.txt,DarrenSchuettler,DarrenSchuettler
561535newsML.txt,DarrenSchuettler,DarrenSchuettler
561555newsML.txt,DarrenSchuettler,DarrenSchuettler
562335newsML.txt,DarrenSchuettler,DarrenSchuettler
183833newsML.txt,DavidLawder,ToddNissen
18717newsML.txt,DavidLawder,DavidLawder
193380newsML.txt,DavidLawder,DavidLawder
194855newsML.txt,DavidLawder,DavidLawder
195623newsML.txt,DavidLawder,PatriciaCommins
195624newsML.txt,DavidLawder,PatriciaCommins
201827newsML.txt,DavidLawder,DavidLawder
202581newsML.txt,DavidLawder,BradDorfman
203662newsML.txt,DavidLawder,BradDorfman
204323newsML.txt,DavidLawder,DavidLawder
217962newsML.txt,DavidLawder,DavidLawder
220677newsML.txt,DavidLawder,DavidLawder
227505newsML.txt,DavidLawder,MichaelConnor
2287newsML.txt,DavidLawder,DavidLawder
234153newsML.txt,DavidLawder,DavidLawder
234761newsML.txt,DavidLawder,DavidLawder
236095newsML.txt,DavidLawder,DavidLawder
237047newsML.txt,DavidLawder,DavidLawder
237690newsML.txt,DavidLawder,DavidLawder
238265newsML.txt,DavidLawder,ToddNissen
24396newsML.txt,DavidLawder,NickLouth
25092newsML.txt,DavidLawder,ToddNissen
267210newsML.txt,DavidLawder,DavidLawder
267732newsML.txt,DavidLawder,DavidLawder
27371newsML.txt,DavidLawder,DavidLawder
285651newsML.txt,DavidLawder,DavidLawder
287113newsML.txt,DavidLawder,ToddNissen
287624newsML.txt,DavidLawder,DavidLawder
287844newsML.txt,DavidLawder,DavidLawder
288662newsML.txt,DavidLawder,DavidLawder
290135newsML.txt,DavidLawder,DavidLawder
290324newsML.txt,DavidLawder,DavidLawder
291225newsML.txt,DavidLawder,DavidLawder
292695newsML.txt,DavidLawder,DavidLawder
294544newsML.txt,DavidLawder,DavidLawder
301809newsML.txt,DavidLawder,ToddNissen
305874newsML.txt,DavidLawder,JimGilchrist
309803newsML.txt,DavidLawder,ToddNissen
314006newsML.txt,DavidLawder,DavidLawder
316966newsML.txt,DavidLawder,DavidLawder
317022newsML.txt,DavidLawder,DavidLawder
321566newsML.txt,DavidLawder,DavidLawder
321597newsML.txt,DavidLawder,DavidLawder
322727newsML.txt,DavidLawder,DavidLawder
325690newsML.txt,DavidLawder,KouroshKarimkhany
32590newsML.txt,DavidLawder,DavidLawder
330994newsML.txt,DavidLawder,DavidLawder
33121newsML.txt,DavidLawder,DavidLawder
334855newsML.txt,DavidLawder,DavidLawder
336711newsML.txt,DavidLawder,DavidLawder
232106newsML.txt,EdnaFernandes,PierreTran
232139newsML.txt,EdnaFernandes,JoWinterbottom
232185newsML.txt,EdnaFernandes,JoWinterbottom
232587newsML.txt,EdnaFernandes,JoWinterbottom
237920newsML.txt,EdnaFernandes,EdnaFernandes
237949newsML.txt,EdnaFernandes,EdnaFernandes
239175newsML.txt,EdnaFernandes,JimGilchrist
239177newsML.txt,EdnaFernandes,RobinSidel
239190newsML.txt,EdnaFernandes,JimGilchrist
240426newsML.txt,EdnaFernandes,RobinSidel
240680newsML.txt,EdnaFernandes,SimonCowell
241063newsML.txt,EdnaFernandes,EdnaFernandes
253043newsML.txt,EdnaFernandes,SimonCowell
254322newsML.txt,EdnaFernandes,JoWinterbottom
255765newsML.txt,EdnaFernandes,JoWinterbottom
255821newsML.txt,EdnaFernandes,JoWinterbottom
266476newsML.txt,EdnaFernandes,JoWinterbottom
286508newsML.txt,EdnaFernandes,LynnleyBrowning
290492newsML.txt,EdnaFernandes,SimonCowell
297212newsML.txt,EdnaFernandes,MarkBendeich
298705newsML.txt,EdnaFernandes,SimonCowell
299970newsML.txt,EdnaFernandes,JoWinterbottom
303604newsML.txt,EdnaFernandes,SimonCowell
303705newsML.txt,EdnaFernandes,SimonCowell
308096newsML.txt,EdnaFernandes,ToddNissen
309658newsML.txt,EdnaFernandes,ToddNissen
309691newsML.txt,EdnaFernandes,EdnaFernandes
31097newsML.txt,EdnaFernandes,KirstinRidley
311197newsML.txt,EdnaFernandes,DavidLawder
311202newsML.txt,EdnaFernandes,ToddNissen
312577newsML.txt,EdnaFernandes,ToddNissen
313399newsML.txt,EdnaFernandes,DavidLawder
314446newsML.txt,EdnaFernandes,JoWinterbottom
319311newsML.txt,EdnaFernandes,PierreTran
320924newsML.txt,EdnaFernandes,EdnaFernandes
322428newsML.txt,EdnaFernandes,EdnaFernandes
327640newsML.txt,EdnaFernandes,JoWinterbottom
32950newsML.txt,EdnaFernandes,EdnaFernandes
331632newsML.txt,EdnaFernandes,PierreTran
331647newsML.txt,EdnaFernandes,EdnaFernandes
337133newsML.txt,EdnaFernandes,JoWinterbottom
343315newsML.txt,EdnaFernandes,MarcelMichelson
344955newsML.txt,EdnaFernandes,RobinSidel
347916newsML.txt,EdnaFernandes,TimFarrand
351972newsML.txt,EdnaFernandes,JimGilchrist
352437newsML.txt,EdnaFernandes,JimGilchrist
352479newsML.txt,EdnaFernandes,MarkBendeich
355041newsML.txt,EdnaFernandes,RobinSidel
358016newsML.txt,EdnaFernandes,EdnaFernandes
36015newsML.txt,EdnaFernandes,JoWinterbottom
314122newsML.txt,EricAuchard,TheresePoletti
316916newsML.txt,EricAuchard,KouroshKarimkhany
320619newsML.txt,EricAuchard,TheresePoletti
323831newsML.txt,EricAuchard,TheresePoletti
326019newsML.txt,EricAuchard,TheresePoletti
328845newsML.txt,EricAuchard,TheresePoletti
330573newsML.txt,EricAuchard,TheresePoletti
331353newsML.txt,EricAuchard,EricAuchard
331809newsML.txt,EricAuchard,KouroshKarimkhany
333922newsML.txt,EricAuchard,EricAuchard
337716newsML.txt,EricAuchard,TheresePoletti
337934newsML.txt,EricAuchard,TheresePoletti
353279newsML.txt,EricAuchard,EricAuchard
356361newsML.txt,EricAuchard,EricAuchard
365349newsML.txt,EricAuchard,BradDorfman
367137newsML.txt,EricAuchard,RogerFillion
367764newsML.txt,EricAuchard,RogerFillion
374573newsML.txt,EricAuchard,MartinWolk
382287newsML.txt,EricAuchard,SamuelPerry
382538newsML.txt,EricAuchard,SamuelPerry
403143newsML.txt,EricAuchard,EricAuchard
404458newsML.txt,EricAuchard,EricAuchard
406430newsML.txt,EricAuchard,EricAuchard
407529newsML.txt,EricAuchard,EricAuchard
408364newsML.txt,EricAuchard,EricAuchard
408417newsML.txt,EricAuchard,EricAuchard
409470newsML.txt,EricAuchard,EricAuchard
412609newsML.txt,EricAuchard,EricAuchard
416785newsML.txt,EricAuchard,TheresePoletti
418649newsML.txt,EricAuchard,TheresePoletti
418918newsML.txt,EricAuchard,EricAuchard
431230newsML.txt,EricAuchard,SamuelPerry
456216newsML.txt,EricAuchard,NickLouth
457017newsML.txt,EricAuchard,RogerFillion
459981newsML.txt,EricAuchard,NickLouth
465164newsML.txt,EricAuchard,TheresePoletti
470368newsML.txt,EricAuchard,EricAuchard
482711newsML.txt,EricAuchard,NickLouth
483679newsML.txt,EricAuchard,NickLouth
515983newsML.txt,EricAuchard,KouroshKarimkhany
517487newsML.txt,EricAuchard,NickLouth
517645newsML.txt,EricAuchard,MartinWolk
523278newsML.txt,EricAuchard,KirstinRidley
524749newsML.txt,EricAuchard,NickLouth
525445newsML.txt,EricAuchard,NickLouth
535691newsML.txt,EricAuchard,NickLouth
539148newsML.txt,EricAuchard,NickLouth
553647newsML.txt,EricAuchard,RogerFillion
556113newsML.txt,EricAuchard,NickLouth
561840newsML.txt,EricAuchard,SamuelPerry
409078newsML.txt,FumikoFujisaki,FumikoFujisaki
416452newsML.txt,FumikoFujisaki,FumikoFujisaki
424005newsML.txt,FumikoFujisaki,FumikoFujisaki
425242newsML.txt,FumikoFujisaki,FumikoFujisaki
426619newsML.txt,FumikoFujisaki,FumikoFujisaki
426818newsML.txt,FumikoFujisaki,FumikoFujisaki
430318newsML.txt,FumikoFujisaki,FumikoFujisaki
431490newsML.txt,FumikoFujisaki,FumikoFujisaki
434737newsML.txt,FumikoFujisaki,FumikoFujisaki
434895newsML.txt,FumikoFujisaki,FumikoFujisaki
439472newsML.txt,FumikoFujisaki,FumikoFujisaki
444226newsML.txt,FumikoFujisaki,FumikoFujisaki
444478newsML.txt,FumikoFujisaki,FumikoFujisaki
451574newsML.txt,FumikoFujisaki,FumikoFujisaki
453008newsML.txt,FumikoFujisaki,FumikoFujisaki
459301newsML.txt,FumikoFujisaki,FumikoFujisaki
461020newsML.txt,FumikoFujisaki,FumikoFujisaki
466046newsML.txt,FumikoFujisaki,FumikoFujisaki
466072newsML.txt,FumikoFujisaki,FumikoFujisaki
466141newsML.txt,FumikoFujisaki,FumikoFujisaki
466152newsML.txt,FumikoFujisaki,FumikoFujisaki
470830newsML.txt,FumikoFujisaki,FumikoFujisaki
471889newsML.txt,FumikoFujisaki,FumikoFujisaki
478879newsML.txt,FumikoFujisaki,FumikoFujisaki
478956newsML.txt,FumikoFujisaki,FumikoFujisaki
480205newsML.txt,FumikoFujisaki,FumikoFujisaki
480475newsML.txt,FumikoFujisaki,FumikoFujisaki
480704newsML.txt,FumikoFujisaki,FumikoFujisaki
481554newsML.txt,FumikoFujisaki,FumikoFujisaki
484440newsML.txt,FumikoFujisaki,FumikoFujisaki
498288newsML.txt,FumikoFujisaki,FumikoFujisaki
501445newsML.txt,FumikoFujisaki,FumikoFujisaki
523200newsML.txt,FumikoFujisaki,FumikoFujisaki
524689newsML.txt,FumikoFujisaki,FumikoFujisaki
527900newsML.txt,FumikoFujisaki,FumikoFujisaki
527978newsML.txt,FumikoFujisaki,FumikoFujisaki
529679newsML.txt,FumikoFujisaki,FumikoFujisaki
529934newsML.txt,FumikoFujisaki,FumikoFujisaki
535556newsML.txt,FumikoFujisaki,FumikoFujisaki
535596newsML.txt,FumikoFujisaki,FumikoFujisaki
539068newsML.txt,FumikoFujisaki,FumikoFujisaki
541159newsML.txt,FumikoFujisaki,FumikoFujisaki
566173newsML.txt,FumikoFujisaki,FumikoFujisaki
572232newsML.txt,FumikoFujisaki,FumikoFujisaki
576026newsML.txt,FumikoFujisaki,FumikoFujisaki
577818newsML.txt,FumikoFujisaki,FumikoFujisaki
579074newsML.txt,FumikoFujisaki,FumikoFujisaki
579118newsML.txt,FumikoFujisaki,FumikoFujisaki
579138newsML.txt,FumikoFujisaki,FumikoFujisaki
582428newsML.txt,FumikoFujisaki,FumikoFujisaki
280506newsML.txt,GrahamEarnshaw,GrahamEarnshaw
282033newsML.txt,GrahamEarnshaw,GrahamEarnshaw
282596newsML.txt,GrahamEarnshaw,GrahamEarnshaw
282943newsML.txt,GrahamEarnshaw,GrahamEarnshaw
286622newsML.txt,GrahamEarnshaw,GrahamEarnshaw
289721newsML.txt,GrahamEarnshaw,GrahamEarnshaw
295075newsML.txt,GrahamEarnshaw,GrahamEarnshaw
29583newsML.txt,GrahamEarnshaw,JimGilchrist
297901newsML.txt,GrahamEarnshaw,GrahamEarnshaw
297963newsML.txt,GrahamEarnshaw,GrahamEarnshaw
300593newsML.txt,GrahamEarnshaw,GrahamEarnshaw
302826newsML.txt,GrahamEarnshaw,MureDickie
302877newsML.txt,GrahamEarnshaw,GrahamEarnshaw
307358newsML.txt,GrahamEarnshaw,GrahamEarnshaw
311848newsML.txt,GrahamEarnshaw,GrahamEarnshaw
313680newsML.txt,GrahamEarnshaw,GrahamEarnshaw
316210newsML.txt,GrahamEarnshaw,GrahamEarnshaw
316849newsML.txt,GrahamEarnshaw,GrahamEarnshaw
319987newsML.txt,GrahamEarnshaw,GrahamEarnshaw
323070newsML.txt,GrahamEarnshaw,GrahamEarnshaw
323511newsML.txt,GrahamEarnshaw,GrahamEarnshaw
329312newsML.txt,GrahamEarnshaw,GrahamEarnshaw
332361newsML.txt,GrahamEarnshaw,GrahamEarnshaw
336170newsML.txt,GrahamEarnshaw,GrahamEarnshaw
336225newsML.txt,GrahamEarnshaw,GrahamEarnshaw
336525newsML.txt,GrahamEarnshaw,GrahamEarnshaw
339247newsML.txt,GrahamEarnshaw,GrahamEarnshaw
340760newsML.txt,GrahamEarnshaw,GrahamEarnshaw
342423newsML.txt,GrahamEarnshaw,GrahamEarnshaw
348646newsML.txt,GrahamEarnshaw,GrahamEarnshaw
380091newsML.txt,GrahamEarnshaw,GrahamEarnshaw
381277newsML.txt,GrahamEarnshaw,GrahamEarnshaw
382223newsML.txt,GrahamEarnshaw,GrahamEarnshaw
382233newsML.txt,GrahamEarnshaw,GrahamEarnshaw
387985newsML.txt,GrahamEarnshaw,JaneMacartney
392139newsML.txt,GrahamEarnshaw,GrahamEarnshaw
392211newsML.txt,GrahamEarnshaw,GrahamEarnshaw
394093newsML.txt,GrahamEarnshaw,GrahamEarnshaw
395461newsML.txt,GrahamEarnshaw,GrahamEarnshaw
395486newsML.txt,GrahamEarnshaw,GrahamEarnshaw
395507newsML.txt,GrahamEarnshaw,GrahamEarnshaw
395978newsML.txt,GrahamEarnshaw,GrahamEarnshaw
396702newsML.txt,GrahamEarnshaw,JaneMacartney
396708newsML.txt,GrahamEarnshaw,GrahamEarnshaw
396738newsML.txt,GrahamEarnshaw,GrahamEarnshaw
399045newsML.txt,GrahamEarnshaw,GrahamEarnshaw
399060newsML.txt,GrahamEarnshaw,WilliamKazer
399258newsML.txt,GrahamEarnshaw,GrahamEarnshaw
401087newsML.txt,GrahamEarnshaw,GrahamEarnshaw
404313newsML.txt,GrahamEarnshaw,GrahamEarnshaw
307647newsML.txt,HeatherScoffield,HeatherScoffield
309320newsML.txt,HeatherScoffield,HeatherScoffield
321033newsML.txt,HeatherScoffield,HeatherScoffield
337165newsML.txt,HeatherScoffield,HeatherScoffield
33960newsML.txt,HeatherScoffield,HeatherScoffield
34118newsML.txt,HeatherScoffield,HeatherScoffield
356586newsML.txt,HeatherScoffield,HeatherScoffield
359796newsML.txt,HeatherScoffield,HeatherScoffield
362276newsML.txt,HeatherScoffield,LydiaZajc
363771newsML.txt,HeatherScoffield,LydiaZajc
381783newsML.txt,HeatherScoffield,HeatherScoffield
386076newsML.txt,HeatherScoffield,HeatherScoffield
405241newsML.txt,HeatherScoffield,HeatherScoffield
409946newsML.txt,HeatherScoffield,LynneO'Donnell
426025newsML.txt,HeatherScoffield,DarrenSchuettler
43373newsML.txt,HeatherScoffield,HeatherScoffield
43378newsML.txt,HeatherScoffield,HeatherScoffield
458616newsML.txt,HeatherScoffield,DarrenSchuettler
459013newsML.txt,HeatherScoffield,DarrenSchuettler
459927newsML.txt,HeatherScoffield,DarrenSchuettler
471524newsML.txt,HeatherScoffield,MureDickie
48320newsML.txt,HeatherScoffield,HeatherScoffield
483976newsML.txt,HeatherScoffield,HeatherScoffield
48870newsML.txt,HeatherScoffield,HeatherScoffield
4951newsML.txt,HeatherScoffield,HeatherScoffield
496213newsML.txt,HeatherScoffield,DarrenSchuettler
531412newsML.txt,HeatherScoffield,HeatherScoffield
534980newsML.txt,HeatherScoffield,HeatherScoffield
540018newsML.txt,HeatherScoffield,HeatherScoffield
543313newsML.txt,HeatherScoffield,HeatherScoffield
546238newsML.txt,HeatherScoffield,HeatherScoffield
55336newsML.txt,HeatherScoffield,HeatherScoffield
554418newsML.txt,HeatherScoffield,HeatherScoffield
555389newsML.txt,HeatherScoffield,MureDickie
559153newsML.txt,HeatherScoffield,HeatherScoffield
562336newsML.txt,HeatherScoffield,HeatherScoffield
568902newsML.txt,HeatherScoffield,HeatherScoffield
570410newsML.txt,HeatherScoffield,HeatherScoffield
571281newsML.txt,HeatherScoffield,KevinMorrison
574091newsML.txt,HeatherScoffield,HeatherScoffield
574092newsML.txt,HeatherScoffield,MureDickie
574094newsML.txt,HeatherScoffield,KevinMorrison
574097newsML.txt,HeatherScoffield,KevinMorrison
578594newsML.txt,HeatherScoffield,HeatherScoffield
584216newsML.txt,HeatherScoffield,HeatherScoffield
584217newsML.txt,HeatherScoffield,HeatherScoffield
589583newsML.txt,HeatherScoffield,HeatherScoffield
597370newsML.txt,HeatherScoffield,KevinDrawbaugh
60232newsML.txt,HeatherScoffield,HeatherScoffield
608139newsML.txt,HeatherScoffield,HeatherScoffield
301684newsML.txt,JaneMacartney,GrahamEarnshaw
301707newsML.txt,JaneMacartney,JaneMacartney
305714newsML.txt,JaneMacartney,JaneMacartney
307319newsML.txt,JaneMacartney,BenjaminKangLim
310150newsML.txt,JaneMacartney,WilliamKazer
310425newsML.txt,JaneMacartney,MureDickie
311877newsML.txt,JaneMacartney,WilliamKazer
314873newsML.txt,JaneMacartney,MureDickie
316240newsML.txt,JaneMacartney,JaneMacartney
333529newsML.txt,JaneMacartney,JaneMacartney
333545newsML.txt,JaneMacartney,PeterHumphrey
334756newsML.txt,JaneMacartney,JaneMacartney
336162newsML.txt,JaneMacartney,GrahamEarnshaw
339320newsML.txt,JaneMacartney,GrahamEarnshaw
340691newsML.txt,JaneMacartney,ScottHillis
340765newsML.txt,JaneMacartney,GrahamEarnshaw
345343newsML.txt,JaneMacartney,JaneMacartney
348416newsML.txt,JaneMacartney,MureDickie
349275newsML.txt,JaneMacartney,MureDickie
349292newsML.txt,JaneMacartney,MureDickie
349859newsML.txt,JaneMacartney,JaneMacartney
358766newsML.txt,JaneMacartney,JaneMacartney
361969newsML.txt,JaneMacartney,JaneMacartney
377239newsML.txt,JaneMacartney,ScottHillis
381241newsML.txt,JaneMacartney,ScottHillis
381265newsML.txt,JaneMacartney,JaneMacartney
382170newsML.txt,JaneMacartney,JaneMacartney
382203newsML.txt,JaneMacartney,ScottHillis
382978newsML.txt,JaneMacartney,JaneMacartney
384662newsML.txt,JaneMacartney,ScottHillis
384664newsML.txt,JaneMacartney,ScottHillis
386237newsML.txt,JaneMacartney,ScottHillis
386417newsML.txt,JaneMacartney,JaneMacartney
387943newsML.txt,JaneMacartney,JaneMacartney
387947newsML.txt,JaneMacartney,JaneMacartney
387960newsML.txt,JaneMacartney,JaneMacartney
389477newsML.txt,JaneMacartney,JaneMacartney
389638newsML.txt,JaneMacartney,JaneMacartney
392186newsML.txt,JaneMacartney,JaneMacartney
392463newsML.txt,JaneMacartney,JaneMacartney
392533newsML.txt,JaneMacartney,JaneMacartney
394077newsML.txt,JaneMacartney,JaneMacartney
395468newsML.txt,JaneMacartney,JaneMacartney
395516newsML.txt,JaneMacartney,JaneMacartney
395810newsML.txt,JaneMacartney,JaneMacartney
396202newsML.txt,JaneMacartney,JaneMacartney
396203newsML.txt,JaneMacartney,JaneMacartney
396370newsML.txt,JaneMacartney,JaneMacartney
396697newsML.txt,JaneMacartney,JaneMacartney
396731newsML.txt,JaneMacartney,JaneMacartney
308071newsML.txt,JanLopatka,JohnMastrini
308330newsML.txt,JanLopatka,JohnMastrini
31233newsML.txt,JanLopatka,JanLopatka
31240newsML.txt,JanLopatka,PierreTran
31422newsML.txt,JanLopatka,JanLopatka
31429newsML.txt,JanLopatka,PierreTran
320889newsML.txt,JanLopatka,JanLopatka
320901newsML.txt,JanLopatka,JanLopatka
321155newsML.txt,JanLopatka,JanLopatka
321203newsML.txt,JanLopatka,JanLopatka
322938newsML.txt,JanLopatka,JanLopatka
346501newsML.txt,JanLopatka,JoWinterbottom
346547newsML.txt,JanLopatka,JohnMastrini
368847newsML.txt,JanLopatka,JanLopatka
368856newsML.txt,JanLopatka,LynnleyBrowning
369118newsML.txt,JanLopatka,JanLopatka
370111newsML.txt,JanLopatka,LynnleyBrowning
371688newsML.txt,JanLopatka,JanLopatka
371984newsML.txt,JanLopatka,JanLopatka
375073newsML.txt,JanLopatka,JanLopatka
377995newsML.txt,JanLopatka,JanLopatka
40994newsML.txt,JanLopatka,JohnMastrini
42676newsML.txt,JanLopatka,JohnMastrini
446351newsML.txt,JanLopatka,JanLopatka
446630newsML.txt,JanLopatka,JanLopatka
452582newsML.txt,JanLopatka,LynnleyBrowning
455793newsML.txt,JanLopatka,JanLopatka
45921newsML.txt,JanLopatka,JohnMastrini
462517newsML.txt,JanLopatka,TheresePoletti
464488newsML.txt,JanLopatka,TheresePoletti
465505newsML.txt,JanLopatka,JanLopatka
467480newsML.txt,JanLopatka,JanLopatka
471677newsML.txt,JanLopatka,JanLopatka
474165newsML.txt,JanLopatka,JanLopatka
481273newsML.txt,JanLopatka,LynnleyBrowning
48998newsML.txt,JanLopatka,JohnMastrini
49058newsML.txt,JanLopatka,JanLopatka
493334newsML.txt,JanLopatka,JohnMastrini
494486newsML.txt,JanLopatka,JanLopatka
495089newsML.txt,JanLopatka,JanLopatka
495103newsML.txt,JanLopatka,JohnMastrini
505962newsML.txt,JanLopatka,LynnleyBrowning
508615newsML.txt,JanLopatka,JanLopatka
511360newsML.txt,JanLopatka,JanLopatka
512860newsML.txt,JanLopatka,JohnMastrini
519868newsML.txt,JanLopatka,JohnMastrini
520213newsML.txt,JanLopatka,JohnMastrini
52562newsML.txt,JanLopatka,JohnMastrini
538636newsML.txt,JanLopatka,JohnMastrini
5455newsML.txt,JanLopatka,JohnMastrini
217251newsML.txt,JimGilchrist,JimGilchrist
217288newsML.txt,JimGilchrist,JimGilchrist
220108newsML.txt,JimGilchrist,JimGilchrist
220114newsML.txt,JimGilchrist,JimGilchrist
221614newsML.txt,JimGilchrist,JimGilchrist
222794newsML.txt,JimGilchrist,JimGilchrist
228366newsML.txt,JimGilchrist,JimGilchrist
231094newsML.txt,JimGilchrist,JimGilchrist
231095newsML.txt,JimGilchrist,JimGilchrist
232779newsML.txt,JimGilchrist,JimGilchrist
234043newsML.txt,JimGilchrist,JimGilchrist
234051newsML.txt,JimGilchrist,JimGilchrist
234052newsML.txt,JimGilchrist,JimGilchrist
234053newsML.txt,JimGilchrist,JimGilchrist
236935newsML.txt,JimGilchrist,JimGilchrist
236941newsML.txt,JimGilchrist,JimGilchrist
239869newsML.txt,JimGilchrist,JimGilchrist
239874newsML.txt,JimGilchrist,JimGilchrist
246275newsML.txt,JimGilchrist,JimGilchrist
252104newsML.txt,JimGilchrist,JimGilchrist
252113newsML.txt,JimGilchrist,JimGilchrist
252143newsML.txt,JimGilchrist,JimGilchrist
258609newsML.txt,JimGilchrist,JimGilchrist
258624newsML.txt,JimGilchrist,JimGilchrist
261243newsML.txt,JimGilchrist,JimGilchrist
264073newsML.txt,JimGilchrist,JimGilchrist
264074newsML.txt,JimGilchrist,JimGilchrist
267064newsML.txt,JimGilchrist,JimGilchrist
275058newsML.txt,JimGilchrist,JimGilchrist
275557newsML.txt,JimGilchrist,JimGilchrist
281175newsML.txt,JimGilchrist,PeterHumphrey
285614newsML.txt,JimGilchrist,JimGilchrist
285618newsML.txt,JimGilchrist,JimGilchrist
290907newsML.txt,JimGilchrist,JimGilchrist
293575newsML.txt,JimGilchrist,JimGilchrist
295053newsML.txt,JimGilchrist,JimGilchrist
29568newsML.txt,JimGilchrist,JimGilchrist
296039newsML.txt,JimGilchrist,JimGilchrist
310330newsML.txt,JimGilchrist,JimGilchrist
311799newsML.txt,JimGilchrist,JimGilchrist
318676newsML.txt,JimGilchrist,JimGilchrist
318685newsML.txt,JimGilchrist,JimGilchrist
318702newsML.txt,JimGilchrist,JimGilchrist
31905newsML.txt,JimGilchrist,JimGilchrist
319982newsML.txt,JimGilchrist,JimGilchrist
320014newsML.txt,JimGilchrist,JimGilchrist
323064newsML.txt,JimGilchrist,JimGilchrist
327974newsML.txt,JimGilchrist,JimGilchrist
330703newsML.txt,JimGilchrist,JimGilchrist
330707newsML.txt,JimGilchrist,JimGilchrist
379335newsML.txt,JoeOrtiz,SimonCowell
379346newsML.txt,JoeOrtiz,SimonCowell
379899newsML.txt,JoeOrtiz,JoeOrtiz
384184newsML.txt,JoeOrtiz,SimonCowell
385449newsML.txt,JoeOrtiz,JoWinterbottom
385567newsML.txt,JoeOrtiz,JoeOrtiz
385962newsML.txt,JoeOrtiz,JoWinterbottom
387359newsML.txt,JoeOrtiz,SimonCowell
388736newsML.txt,JoeOrtiz,JoeOrtiz
388829newsML.txt,JoeOrtiz,PeterHumphrey
397370newsML.txt,JoeOrtiz,JoeOrtiz
398774newsML.txt,JoeOrtiz,JoeOrtiz
400547newsML.txt,JoeOrtiz,JoeOrtiz
402056newsML.txt,JoeOrtiz,SimonCowell
402351newsML.txt,JoeOrtiz,JoeOrtiz
405061newsML.txt,JoeOrtiz,DarrenSchuettler
405201newsML.txt,JoeOrtiz,GrahamEarnshaw
408154newsML.txt,JoeOrtiz,SimonCowell
408807newsML.txt,JoeOrtiz,SimonCowell
