,doc,obs,pred
81,356722newsML.txt,AlanCrosby,AlanCrosby
82,359894newsML.txt,AlanCrosby,AlanCrosby
83,361663newsML.txt,AlanCrosby,AlanCrosby
84,366272newsML.txt,AlanCrosby,AlanCrosby
85,366373newsML.txt,AlanCrosby,AlanCrosby
86,366381newsML.txt,AlanCrosby,AlanCrosby
87,366583newsML.txt,AlanCrosby,AlanCrosby
88,366688newsML.txt,AlanCrosby,AlanCrosby
89,367973newsML.txt,AlanCrosby,AlanCrosby
90,369180newsML.txt,AlanCrosby,AlanCrosby
91,375217newsML.txt,AlanCrosby,AlanCrosby
92,378036newsML.txt,AlanCrosby,AlanCrosby
93,381679newsML.txt,AlanCrosby,AlanCrosby
94,384397newsML.txt,AlanCrosby,AlanCrosby
95,397638newsML.txt,AlanCrosby,AlanCrosby
96,404037newsML.txt,AlanCrosby,AlanCrosby
97,406803newsML.txt,AlanCrosby,AlanCrosby
98,406812newsML.txt,AlanCrosby,AlanCrosby
99,406817newsML.txt,AlanCrosby,AlanCrosby
100,308119newsML.txt,AlexanderSmith,FumikoFujisaki
101,309625newsML.txt,AlexanderSmith,AlexanderSmith
102,311279newsML.txt,AlexanderSmith,AlexanderSmith
103,316030newsML.txt,AlexanderSmith,AlexanderSmith
104,316079newsML.txt,AlexanderSmith,AlexanderSmith
105,318165newsML.txt,AlexanderSmith,AlexanderSmith
106,319897newsML.txt,AlexanderSmith,AlexanderSmith
107,320958newsML.txt,AlexanderSmith,AlexanderSmith
108,325793newsML.txt,AlexanderSmith,SarahDavison
109,32951newsML.txt,AlexanderSmith,MarkBendeich
110,331658newsML.txt,AlexanderSmith,AlexanderSmith
111,33699newsML.txt,AlexanderSmith,AlexanderSmith
112,337048newsML.txt,AlexanderSmith,AlexanderSmith
113,33725newsML.txt,AlexanderSmith,AlexanderSmith
114,33726newsML.txt,AlexanderSmith,AlexanderSmith
115,33979newsML.txt,AlexanderSmith,AlexanderSmith
116,340179newsML.txt,AlexanderSmith,GrahamEarnshaw
117,346243newsML.txt,AlexanderSmith,BenjaminKangLim
118,347927newsML.txt,AlexanderSmith,JoWinterbottom
119,356530newsML.txt,AlexanderSmith,JoeOrtiz
120,36069newsML.txt,AlexanderSmith,AlexanderSmith
121,368880newsML.txt,AlexanderSmith,JoeOrtiz
122,373284newsML.txt,AlexanderSmith,KirstinRidley
123,40036newsML.txt,AlexanderSmith,AlexanderSmith
124,40042newsML.txt,AlexanderSmith,AlexanderSmith
125,40797newsML.txt,AlexanderSmith,AlexanderSmith
126,415565newsML.txt,AlexanderSmith,AlexanderSmith
127,415623newsML.txt,AlexanderSmith,SimonCowell
128,418692newsML.txt,AlexanderSmith,KeithWeir
129,421576newsML.txt,AlexanderSmith,AlexanderSmith
130,423409newsML.txt,AlexanderSmith,SimonCowell
131,424504newsML.txt,AlexanderSmith,SimonCowell
132,42561newsML.txt,AlexanderSmith,AlexanderSmith
133,425714newsML.txt,AlexanderSmith,AlexanderSmith
134,432627newsML.txt,AlexanderSmith,TheresePoletti
135,43310newsML.txt,AlexanderSmith,DarrenSchuettler
136,435739newsML.txt,AlexanderSmith,AlexanderSmith
137,437443newsML.txt,AlexanderSmith,JoeOrtiz
138,438800newsML.txt,AlexanderSmith,AlexanderSmith
139,440462newsML.txt,AlexanderSmith,AlexanderSmith
140,440463newsML.txt,AlexanderSmith,AlexanderSmith
141,440570newsML.txt,AlexanderSmith,JoeOrtiz
142,442046newsML.txt,AlexanderSmith,JoeOrtiz
143,443465newsML.txt,AlexanderSmith,JoeOrtiz
144,446464newsML.txt,AlexanderSmith,AlexanderSmith
145,448310newsML.txt,AlexanderSmith,TimFarrand
146,449459newsML.txt,AlexanderSmith,AlexanderSmith
147,449471newsML.txt,AlexanderSmith,AlexanderSmith
148,453934newsML.txt,AlexanderSmith,SimonCowell
149,455539newsML.txt,AlexanderSmith,AlexanderSmith
150,246281newsML.txt,BenjaminKangLim,BenjaminKangLim
151,253738newsML.txt,BenjaminKangLim,PeterHumphrey
152,256512newsML.txt,BenjaminKangLim,BenjaminKangLim
153,257480newsML.txt,BenjaminKangLim,GrahamEarnshaw
154,257486newsML.txt,BenjaminKangLim,GrahamEarnshaw
155,257512newsML.txt,BenjaminKangLim,LynneO'Donnell
156,257752newsML.txt,BenjaminKangLim,GrahamEarnshaw
157,257774newsML.txt,BenjaminKangLim,GrahamEarnshaw
158,25912newsML.txt,BenjaminKangLim,BenjaminKangLim
159,265757newsML.txt,BenjaminKangLim,BenjaminKangLim
160,267043newsML.txt,BenjaminKangLim,BenjaminKangLim
161,273106newsML.txt,BenjaminKangLim,BenjaminKangLim
162,273110newsML.txt,BenjaminKangLim,JaneMacartney
163,2732newsML.txt,BenjaminKangLim,BenjaminKangLim
164,275542newsML.txt,BenjaminKangLim,PeterHumphrey
165,275633newsML.txt,BenjaminKangLim,WilliamKazer
166,282006newsML.txt,BenjaminKangLim,BenjaminKangLim
167,282714newsML.txt,BenjaminKangLim,BenjaminKangLim
168,282994newsML.txt,BenjaminKangLim,BenjaminKangLim
169,284781newsML.txt,BenjaminKangLim,BenjaminKangLim
170,286651newsML.txt,BenjaminKangLim,MureDickie
171,289854newsML.txt,BenjaminKangLim,JaneMacartney
172,292307newsML.txt,BenjaminKangLim,JaneMacartney
173,29521newsML.txt,BenjaminKangLim,BenjaminKangLim
174,329319newsML.txt,BenjaminKangLim,PeterHumphrey
175,333057newsML.txt,BenjaminKangLim,BenjaminKangLim
176,34762newsML.txt,BenjaminKangLim,BenjaminKangLim
177,351110newsML.txt,BenjaminKangLim,MureDickie
178,351176newsML.txt,BenjaminKangLim,MureDickie
179,352444newsML.txt,BenjaminKangLim,MureDickie
180,3541newsML.txt,BenjaminKangLim,JaneMacartney
181,358909newsML.txt,BenjaminKangLim,ScottHillis
182,362004newsML.txt,BenjaminKangLim,JaneMacartney
183,362056newsML.txt,BenjaminKangLim,BenjaminKangLim
184,369436newsML.txt,BenjaminKangLim,JaneMacartney
185,370968newsML.txt,BenjaminKangLim,ScottHillis
186,372324newsML.txt,BenjaminKangLim,ScottHillis
187,373993newsML.txt,BenjaminKangLim,ScottHillis
188,374132newsML.txt,BenjaminKangLim,ScottHillis
189,377203newsML.txt,BenjaminKangLim,ScottHillis
190,380017newsML.txt,BenjaminKangLim,ScottHillis
191,380264newsML.txt,BenjaminKangLim,ScottHillis
192,380723newsML.txt,BenjaminKangLim,FumikoFujisaki
193,381261newsML.txt,BenjaminKangLim,JaneMacartney
194,381284newsML.txt,BenjaminKangLim,GrahamEarnshaw
195,382184newsML.txt,BenjaminKangLim,ScottHillis
196,383271newsML.txt,BenjaminKangLim,JaneMacartney
197,386264newsML.txt,BenjaminKangLim,MureDickie
198,387914newsML.txt,BenjaminKangLim,JaneMacartney
199,387932newsML.txt,BenjaminKangLim,JaneMacartney
200,361843newsML.txt,BernardHickey,BernardHickey
201,365715newsML.txt,BernardHickey,BernardHickey
202,373908newsML.txt,BernardHickey,BernardHickey
203,373918newsML.txt,BernardHickey,BernardHickey
204,373923newsML.txt,BernardHickey,BernardHickey
205,377023newsML.txt,BernardHickey,KevinMorrison
206,377027newsML.txt,BernardHickey,BernardHickey
207,38643newsML.txt,BernardHickey,KevinMorrison
208,411948newsML.txt,BernardHickey,KevinMorrison
209,411963newsML.txt,BernardHickey,KevinMorrison
210,411964newsML.txt,BernardHickey,BernardHickey
211,422169newsML.txt,BernardHickey,MarkBendeich
212,422177newsML.txt,BernardHickey,MarkBendeich
213,422196newsML.txt,BernardHickey,BernardHickey
214,434620newsML.txt,BernardHickey,MarkBendeich
215,434639newsML.txt,BernardHickey,KevinMorrison
216,448362newsML.txt,BernardHickey,GrahamEarnshaw
217,4524newsML.txt,BernardHickey,KevinMorrison
218,457862newsML.txt,BernardHickey,MarkBendeich
219,473562newsML.txt,BernardHickey,HeatherScoffield
220,483285newsML.txt,BernardHickey,MarkBendeich
221,483297newsML.txt,BernardHickey,KevinMorrison
222,486099newsML.txt,BernardHickey,BernardHickey
223,486114newsML.txt,BernardHickey,BernardHickey
224,490941newsML.txt,BernardHickey,BernardHickey
225,493677newsML.txt,BernardHickey,BernardHickey
226,495186newsML.txt,BernardHickey,BernardHickey
227,495201newsML.txt,BernardHickey,BernardHickey
228,498168newsML.txt,BernardHickey,BernardHickey
229,498174newsML.txt,BernardHickey,BernardHickey
230,498185newsML.txt,BernardHickey,BernardHickey
231,499647newsML.txt,BernardHickey,BernardHickey
232,501361newsML.txt,BernardHickey,BernardHickey
233,533555newsML.txt,BernardHickey,BernardHickey
234,546701newsML.txt,BernardHickey,BernardHickey
235,555952newsML.txt,BernardHickey,BernardHickey
236,557449newsML.txt,BernardHickey,KevinMorrison
237,564448newsML.txt,BernardHickey,BernardHickey
238,564487newsML.txt,BernardHickey,BernardHickey
239,582425newsML.txt,BernardHickey,BernardHickey
240,584368newsML.txt,BernardHickey,BernardHickey
241,614610newsML.txt,BernardHickey,BernardHickey
242,621832newsML.txt,BernardHickey,BernardHickey
243,632132newsML.txt,BernardHickey,BernardHickey
244,632134newsML.txt,BernardHickey,BernardHickey
245,635746newsML.txt,BernardHickey,KevinMorrison
246,638406newsML.txt,BernardHickey,MichaelConnor
247,638407newsML.txt,BernardHickey,MichaelConnor
248,641570newsML.txt,BernardHickey,MarkBendeich
249,644446newsML.txt,BernardHickey,MarkBendeich
250,347151newsML.txt,BradDorfman,BradDorfman
251,347621newsML.txt,BradDorfman,BradDorfman
252,347827newsML.txt,BradDorfman,BradDorfman
253,351218newsML.txt,BradDorfman,BradDorfman
254,355224newsML.txt,BradDorfman,BradDorfman
255,35721newsML.txt,BradDorfman,EricAuchard
256,35731newsML.txt,BradDorfman,KouroshKarimkhany
257,360279newsML.txt,BradDorfman,BradDorfman
258,361151newsML.txt,BradDorfman,BradDorfman
259,363462newsML.txt,BradDorfman,BradDorfman
260,367024newsML.txt,BradDorfman,BradDorfman
261,375576newsML.txt,BradDorfman,EricAuchard
262,378368newsML.txt,BradDorfman,BradDorfman
263,378757newsML.txt,BradDorfman,BradDorfman
264,397965newsML.txt,BradDorfman,TimFarrand
265,398730newsML.txt,BradDorfman,TimFarrand
266,403141newsML.txt,BradDorfman,BradDorfman
267,40628newsML.txt,BradDorfman,JonathanBirt
268,416802newsML.txt,BradDorfman,BradDorfman
269,418660newsML.txt,BradDorfman,BradDorfman
270,424105newsML.txt,BradDorfman,BradDorfman
271,429448newsML.txt,BradDorfman,BradDorfman
272,433514newsML.txt,BradDorfman,RobinSidel
273,440399newsML.txt,BradDorfman,PatriciaCommins
274,447074newsML.txt,BradDorfman,BradDorfman
275,453180newsML.txt,BradDorfman,BradDorfman
276,453205newsML.txt,BradDorfman,BradDorfman
277,45336newsML.txt,BradDorfman,EricAuchard
278,456233newsML.txt,BradDorfman,DarrenSchuettler
279,456308newsML.txt,BradDorfman,BradDorfman
280,456550newsML.txt,BradDorfman,BradDorfman
281,457670newsML.txt,BradDorfman,BradDorfman
282,460094newsML.txt,BradDorfman,DarrenSchuettler
283,462813newsML.txt,BradDorfman,NickLouth
284,492830newsML.txt,BradDorfman,BradDorfman
285,494048newsML.txt,BradDorfman,BradDorfman
286,497821newsML.txt,BradDorfman,BradDorfman
287,498878newsML.txt,BradDorfman,BradDorfman
288,499850newsML.txt,BradDorfman,MarkBendeich
289,502697newsML.txt,BradDorfman,AlexanderSmith
290,509785newsML.txt,BradDorfman,TheresePoletti
291,510133newsML.txt,BradDorfman,TheresePoletti
292,510134newsML.txt,BradDorfman,TheresePoletti
293,532261newsML.txt,BradDorfman,BradDorfman
294,541677newsML.txt,BradDorfman,BradDorfman
295,541918newsML.txt,BradDorfman,BradDorfman
296,543949newsML.txt,BradDorfman,JoWinterbottom
297,544122newsML.txt,BradDorfman,BradDorfman
298,556131newsML.txt,BradDorfman,DavidLawder
299,559756newsML.txt,BradDorfman,BradDorfman
300,392045newsML.txt,DarrenSchuettler,HeatherScoffield
301,394766newsML.txt,DarrenSchuettler,DarrenSchuettler
302,409728newsML.txt,DarrenSchuettler,DarrenSchuettler
303,426024newsML.txt,DarrenSchuettler,DarrenSchuettler
304,431621newsML.txt,DarrenSchuettler,DarrenSchuettler
305,432674newsML.txt,DarrenSchuettler,HeatherScoffield
306,43376newsML.txt,DarrenSchuettler,TimFarrand
307,435085newsML.txt,DarrenSchuettler,RogerFillion
308,438913newsML.txt,DarrenSchuettler,RogerFillion
309,451979newsML.txt,DarrenSchuettler,DarrenSchuettler
310,452451newsML.txt,DarrenSchuettler,LydiaZajc
311,455651newsML.txt,DarrenSchuettler,HeatherScoffield
312,45789newsML.txt,DarrenSchuettler,TimFarrand
313,459010newsML.txt,DarrenSchuettler,HeatherScoffield
314,459922newsML.txt,DarrenSchuettler,HeatherScoffield
315,469968newsML.txt,DarrenSchuettler,DarrenSchuettler
316,471511newsML.txt,DarrenSchuettler,HeatherScoffield
317,471525newsML.txt,DarrenSchuettler,DarrenSchuettler
318,481633newsML.txt,DarrenSchuettler,DarrenSchuettler
319,482557newsML.txt,DarrenSchuettler,DarrenSchuettler
320,48300newsML.txt,DarrenSchuettler,DarrenSchuettler
321,486842newsML.txt,DarrenSchuettler,DarrenSchuettler
322,488540newsML.txt,DarrenSchuettler,DarrenSchuettler
323,488986newsML.txt,DarrenSchuettler,DarrenSchuettler
324,499175newsML.txt,DarrenSchuettler,DarrenSchuettler
325,502154newsML.txt,DarrenSchuettler,DarrenSchuettler
326,508778newsML.txt,DarrenSchuettler,LydiaZajc
327,521312newsML.txt,DarrenSchuettler,DarrenSchuettler
328,523429newsML.txt,DarrenSchuettler,AlanCrosby
329,524128newsML.txt,DarrenSchuettler,HeatherScoffield
330,537438newsML.txt,DarrenSchuettler,DarrenSchuettler
331,540778newsML.txt,DarrenSchuettler,DarrenSchuettler
332,541508newsML.txt,DarrenSchuettler,DarrenSchuettler
333,54385newsML.txt,DarrenSchuettler,DarrenSchuettler
334,54386newsML.txt,DarrenSchuettler,DarrenSchuettler
335,549855newsML.txt,DarrenSchuettler,DarrenSchuettler
336,552118newsML.txt,DarrenSchuettler,DarrenSchuettler
337,553292newsML.txt,DarrenSchuettler,AlanCrosby
338,554793newsML.txt,DarrenSchuettler,DarrenSchuettler
339,555580newsML.txt,DarrenSchuettler,DarrenSchuettler
340,557176newsML.txt,DarrenSchuettler,HeatherScoffield
341,558717newsML.txt,DarrenSchuettler,DarrenSchuettler
342,559158newsML.txt,DarrenSchuettler,DarrenSchuettler
343,560178newsML.txt,DarrenSchuettler,DarrenSchuettler
344,561091newsML.txt,DarrenSchuettler,DarrenSchuettler
345,561128newsML.txt,DarrenSchuettler,DarrenSchuettler
346,561518newsML.txt,DarrenSchuettler,DarrenSchuettler
347,561535newsML.txt,DarrenSchuettler,DarrenSchuettler
348,561555newsML.txt,DarrenSchuettler,DarrenSchuettler
349,562335newsML.txt,DarrenSchuettler,DarrenSchuettler
350,183833newsML.txt,DavidLawder,ToddNissen
351,18717newsML.txt,DavidLawder,DavidLawder
352,193380newsML.txt,DavidLawder,DavidLawder
353,194855newsML.txt,DavidLawder,DavidLawder
354,195623newsML.txt,DavidLawder,PatriciaCommins
355,195624newsML.txt,DavidLawder,PatriciaCommins
356,201827newsML.txt,DavidLawder,DavidLawder
357,202581newsML.txt,DavidLawder,BradDorfman
358,203662newsML.txt,DavidLawder,BradDorfman
359,204323newsML.txt,DavidLawder,DavidLawder
360,217962newsML.txt,DavidLawder,DavidLawder
361,220677newsML.txt,DavidLawder,DavidLawder
362,227505newsML.txt,DavidLawder,LynneO'Donnell
363,2287newsML.txt,DavidLawder,DavidLawder
364,234153newsML.txt,DavidLawder,DavidLawder
365,234761newsML.txt,DavidLawder,DavidLawder
366,236095newsML.txt,DavidLawder,DavidLawder
367,237047newsML.txt,DavidLawder,DavidLawder
368,237690newsML.txt,DavidLawder,DavidLawder
369,238265newsML.txt,DavidLawder,ToddNissen
370,24396newsML.txt,DavidLawder,NickLouth
371,25092newsML.txt,DavidLawder,ToddNissen
372,267210newsML.txt,DavidLawder,DavidLawder
373,267732newsML.txt,DavidLawder,DavidLawder
374,27371newsML.txt,DavidLawder,DavidLawder
375,285651newsML.txt,DavidLawder,DavidLawder
376,287113newsML.txt,DavidLawder,ToddNissen
377,287624newsML.txt,DavidLawder,DavidLawder
378,287844newsML.txt,DavidLawder,DavidLawder
379,288662newsML.txt,DavidLawder,DavidLawder
380,290135newsML.txt,DavidLawder,DavidLawder
381,290324newsML.txt,DavidLawder,DavidLawder
382,291225newsML.txt,DavidLawder,DavidLawder
383,292695newsML.txt,DavidLawder,DavidLawder
384,294544newsML.txt,DavidLawder,DavidLawder
385,301809newsML.txt,DavidLawder,ToddNissen
386,305874newsML.txt,DavidLawder,PierreTran
387,309803newsML.txt,DavidLawder,ToddNissen
388,314006newsML.txt,DavidLawder,DavidLawder
389,316966newsML.txt,DavidLawder,DavidLawder
390,317022newsML.txt,DavidLawder,DavidLawder
391,321566newsML.txt,DavidLawder,DavidLawder
392,321597newsML.txt,DavidLawder,DavidLawder
393,322727newsML.txt,DavidLawder,DavidLawder
394,325690newsML.txt,DavidLawder,KouroshKarimkhany
395,32590newsML.txt,DavidLawder,DavidLawder
396,330994newsML.txt,DavidLawder,DavidLawder
397,33121newsML.txt,DavidLawder,DavidLawder
398,334855newsML.txt,DavidLawder,DavidLawder
399,336711newsML.txt,DavidLawder,DavidLawder
400,232106newsML.txt,EdnaFernandes,PierreTran
401,232139newsML.txt,EdnaFernandes,JoWinterbottom
402,232185newsML.txt,EdnaFernandes,JoWinterbottom
403,232587newsML.txt,EdnaFernandes,JoWinterbottom
404,237920newsML.txt,EdnaFernandes,EdnaFernandes
405,237949newsML.txt,EdnaFernandes,EdnaFernandes
406,239175newsML.txt,EdnaFernandes,JimGilchrist
407,239177newsML.txt,EdnaFernandes,RobinSidel
408,239190newsML.txt,EdnaFernandes,JimGilchrist
409,240426newsML.txt,EdnaFernandes,RobinSidel
410,240680newsML.txt,EdnaFernandes,SimonCowell
411,241063newsML.txt,EdnaFernandes,EdnaFernandes
412,253043newsML.txt,EdnaFernandes,SimonCowell
413,254322newsML.txt,EdnaFernandes,JoWinterbottom
414,255765newsML.txt,EdnaFernandes,JoWinterbottom
415,255821newsML.txt,EdnaFernandes,JoWinterbottom
416,266476newsML.txt,EdnaFernandes,JoWinterbottom
417,286508newsML.txt,EdnaFernandes,LynnleyBrowning
418,290492newsML.txt,EdnaFernandes,BradDorfman
419,297212newsML.txt,EdnaFernandes,MarkBendeich
420,298705newsML.txt,EdnaFernandes,SimonCowell
421,299970newsML.txt,EdnaFernandes,JoWinterbottom
422,303604newsML.txt,EdnaFernandes,SimonCowell
423,303705newsML.txt,EdnaFernandes,SimonCowell
424,308096newsML.txt,EdnaFernandes,ToddNissen
425,309658newsML.txt,EdnaFernandes,ToddNissen
426,309691newsML.txt,EdnaFernandes,EdnaFernandes
427,31097newsML.txt,EdnaFernandes,KirstinRidley
428,311197newsML.txt,EdnaFernandes,DavidLawder
429,311202newsML.txt,EdnaFernandes,ToddNissen
430,312577newsML.txt,EdnaFernandes,ToddNissen
431,313399newsML.txt,EdnaFernandes,DavidLawder
432,314446newsML.txt,EdnaFernandes,JoWinterbottom
433,319311newsML.txt,EdnaFernandes,PierreTran
434,320924newsML.txt,EdnaFernandes,EdnaFernandes
435,322428newsML.txt,EdnaFernandes,EdnaFernandes
436,327640newsML.txt,EdnaFernandes,JoWinterbottom
437,32950newsML.txt,EdnaFernandes,EdnaFernandes
438,331632newsML.txt,EdnaFernandes,PierreTran
439,331647newsML.txt,EdnaFernandes,EdnaFernandes
440,337133newsML.txt,EdnaFernandes,JoWinterbottom
441,343315newsML.txt,EdnaFernandes,MarcelMichelson
442,344955newsML.txt,EdnaFernandes,RobinSidel
443,347916newsML.txt,EdnaFernandes,TimFarrand
444,351972newsML.txt,EdnaFernandes,JimGilchrist
445,352437newsML.txt,EdnaFernandes,JimGilchrist
446,352479newsML.txt,EdnaFernandes,MarkBendeich
447,355041newsML.txt,EdnaFernandes,RobinSidel
448,358016newsML.txt,EdnaFernandes,EdnaFernandes
449,36015newsML.txt,EdnaFernandes,JoWinterbottom
450,314122newsML.txt,EricAuchard,TheresePoletti
451,316916newsML.txt,EricAuchard,KouroshKarimkhany
452,320619newsML.txt,EricAuchard,TheresePoletti
453,323831newsML.txt,EricAuchard,TheresePoletti
454,326019newsML.txt,EricAuchard,TheresePoletti
455,328845newsML.txt,EricAuchard,TheresePoletti
456,330573newsML.txt,EricAuchard,EricAuchard
457,331353newsML.txt,EricAuchard,EricAuchard
458,331809newsML.txt,EricAuchard,KouroshKarimkhany
459,333922newsML.txt,EricAuchard,EricAuchard
460,337716newsML.txt,EricAuchard,TheresePoletti
461,337934newsML.txt,EricAuchard,TheresePoletti
462,353279newsML.txt,EricAuchard,EricAuchard
463,356361newsML.txt,EricAuchard,EricAuchard
464,365349newsML.txt,EricAuchard,BradDorfman
465,367137newsML.txt,EricAuchard,RogerFillion
466,367764newsML.txt,EricAuchard,RogerFillion
467,374573newsML.txt,EricAuchard,MartinWolk
468,382287newsML.txt,EricAuchard,SamuelPerry
469,382538newsML.txt,EricAuchard,SamuelPerry
470,403143newsML.txt,EricAuchard,EricAuchard
471,404458newsML.txt,EricAuchard,EricAuchard
472,406430newsML.txt,EricAuchard,EricAuchard
473,407529newsML.txt,EricAuchard,EricAuchard
474,408364newsML.txt,EricAuchard,EricAuchard
475,408417newsML.txt,EricAuchard,EricAuchard
476,409470newsML.txt,EricAuchard,EricAuchard
477,412609newsML.txt,EricAuchard,EricAuchard
478,416785newsML.txt,EricAuchard,TheresePoletti
479,418649newsML.txt,EricAuchard,TheresePoletti
480,418918newsML.txt,EricAuchard,EricAuchard
481,431230newsML.txt,EricAuchard,TheresePoletti
482,456216newsML.txt,EricAuchard,NickLouth
483,457017newsML.txt,EricAuchard,RogerFillion
484,459981newsML.txt,EricAuchard,NickLouth
485,465164newsML.txt,EricAuchard,TheresePoletti
486,470368newsML.txt,EricAuchard,EricAuchard
487,482711newsML.txt,EricAuchard,NickLouth
488,483679newsML.txt,EricAuchard,NickLouth
489,515983newsML.txt,EricAuchard,KouroshKarimkhany
490,517487newsML.txt,EricAuchard,NickLouth
491,517645newsML.txt,EricAuchard,MartinWolk
492,523278newsML.txt,EricAuchard,KirstinRidley
493,524749newsML.txt,EricAuchard,NickLouth
494,525445newsML.txt,EricAuchard,NickLouth
495,535691newsML.txt,EricAuchard,NickLouth
496,539148newsML.txt,EricAuchard,NickLouth
497,553647newsML.txt,EricAuchard,RogerFillion
498,556113newsML.txt,EricAuchard,NickLouth
499,561840newsML.txt,EricAuchard,SamuelPerry
500,409078newsML.txt,FumikoFujisaki,FumikoFujisaki
501,416452newsML.txt,FumikoFujisaki,FumikoFujisaki
502,424005newsML.txt,FumikoFujisaki,FumikoFujisaki
503,425242newsML.txt,FumikoFujisaki,FumikoFujisaki
504,426619newsML.txt,FumikoFujisaki,FumikoFujisaki
505,426818newsML.txt,FumikoFujisaki,FumikoFujisaki
506,430318newsML.txt,FumikoFujisaki,FumikoFujisaki
507,431490newsML.txt,FumikoFujisaki,FumikoFujisaki
508,434737newsML.txt,FumikoFujisaki,FumikoFujisaki
509,434895newsML.txt,FumikoFujisaki,FumikoFujisaki
510,439472newsML.txt,FumikoFujisaki,FumikoFujisaki
511,444226newsML.txt,FumikoFujisaki,FumikoFujisaki
512,444478newsML.txt,FumikoFujisaki,FumikoFujisaki
513,451574newsML.txt,FumikoFujisaki,FumikoFujisaki
