doc,obs,pred
415575newsML.txt,JoeOrtiz,JoeOrtiz
450830newsML.txt,JoeOrtiz,JoeOrtiz
416007newsML.txt,JoeOrtiz,JoeOrtiz
467483newsML.txt,JoeOrtiz,JoeOrtiz
408154newsML.txt,JoeOrtiz,JoeOrtiz
46943newsML.txt,JoeOrtiz,JoeOrtiz
400547newsML.txt,JoeOrtiz,FumikoFujisaki
414162newsML.txt,JoeOrtiz,JoeOrtiz
385567newsML.txt,JoeOrtiz,JoeOrtiz
457123newsML.txt,JoeOrtiz,AlexanderSmith
437354newsML.txt,JoeOrtiz,JimGilchrist
398774newsML.txt,JoeOrtiz,AlanCrosby
402351newsML.txt,JoeOrtiz,JoeOrtiz
379335newsML.txt,JoeOrtiz,JoeOrtiz
443467newsML.txt,JoeOrtiz,TheresePoletti
385449newsML.txt,JoeOrtiz,JoeOrtiz
402056newsML.txt,JoeOrtiz,JoeOrtiz
379899newsML.txt,JoeOrtiz,JoeOrtiz
411346newsML.txt,JoeOrtiz,KevinMorrison
414230newsML.txt,JoeOrtiz,JoeOrtiz
385962newsML.txt,JoeOrtiz,JoeOrtiz
413315newsML.txt,JoeOrtiz,JoeOrtiz
388736newsML.txt,JoeOrtiz,JoeOrtiz
427200newsML.txt,JoeOrtiz,MichaelConnor
479838newsML.txt,JoeOrtiz,JoeOrtiz
466955newsML.txt,JoeOrtiz,JoeOrtiz
417119newsML.txt,JoeOrtiz,AlanCrosby
415570newsML.txt,JoeOrtiz,JoeOrtiz
384184newsML.txt,JoeOrtiz,JohnMastrini
48759newsML.txt,JoeOrtiz,JoeOrtiz
387359newsML.txt,JoeOrtiz,JoeOrtiz
419241newsML.txt,JoeOrtiz,JoeOrtiz
456850newsML.txt,JoeOrtiz,FumikoFujisaki
424479newsML.txt,JoeOrtiz,JoeOrtiz
397370newsML.txt,JoeOrtiz,JoeOrtiz
418695newsML.txt,JoeOrtiz,JoeOrtiz
408807newsML.txt,JoeOrtiz,JoeOrtiz
379346newsML.txt,JoeOrtiz,FumikoFujisaki
405201newsML.txt,JoeOrtiz,HeatherScoffield
482563newsML.txt,JoeOrtiz,AlexanderSmith
434168newsML.txt,JoeOrtiz,MatthewBunce
413327newsML.txt,JoeOrtiz,JoeOrtiz
405061newsML.txt,JoeOrtiz,JoeOrtiz
388829newsML.txt,JoeOrtiz,FumikoFujisaki
480979newsML.txt,JoeOrtiz,AlanCrosby
456216newsML.txt,EricAuchard,EricAuchard
404458newsML.txt,EricAuchard,JohnMastrini
328845newsML.txt,EricAuchard,BradDorfman
331353newsML.txt,EricAuchard,TheresePoletti
320619newsML.txt,EricAuchard,EricAuchard
408364newsML.txt,EricAuchard,TheresePoletti
553647newsML.txt,EricAuchard,EricAuchard
330573newsML.txt,EricAuchard,BradDorfman
515983newsML.txt,EricAuchard,HeatherScoffield
407529newsML.txt,EricAuchard,EricAuchard
382287newsML.txt,EricAuchard,TheresePoletti
408417newsML.txt,EricAuchard,TheresePoletti
483679newsML.txt,EricAuchard,EricAuchard
517645newsML.txt,EricAuchard,NickLouth
412609newsML.txt,EricAuchard,EricAuchard
326019newsML.txt,EricAuchard,EricAuchard
416785newsML.txt,EricAuchard,EricAuchard
465164newsML.txt,EricAuchard,TheresePoletti
561840newsML.txt,EricAuchard,EricAuchard
367137newsML.txt,EricAuchard,NickLouth
525445newsML.txt,EricAuchard,EricAuchard
524749newsML.txt,EricAuchard,EricAuchard
323831newsML.txt,EricAuchard,EricAuchard
517487newsML.txt,EricAuchard,NickLouth
331809newsML.txt,EricAuchard,SamuelPerry
418649newsML.txt,EricAuchard,EricAuchard
556113newsML.txt,EricAuchard,RogerFillion
459981newsML.txt,EricAuchard,EricAuchard
457017newsML.txt,EricAuchard,EdnaFernandes
403143newsML.txt,EricAuchard,EricAuchard
418918newsML.txt,EricAuchard,TheresePoletti
353279newsML.txt,EricAuchard,EricAuchard
431230newsML.txt,EricAuchard,SamuelPerry
356361newsML.txt,EricAuchard,EricAuchard
333922newsML.txt,EricAuchard,TheresePoletti
409470newsML.txt,EricAuchard,TheresePoletti
367764newsML.txt,EricAuchard,BernardHickey
406430newsML.txt,EricAuchard,EricAuchard
316916newsML.txt,EricAuchard,TheresePoletti
314122newsML.txt,EricAuchard,EricAuchard
482711newsML.txt,EricAuchard,EricAuchard
337716newsML.txt,EricAuchard,EricAuchard
535691newsML.txt,EricAuchard,JohnMastrini
523278newsML.txt,EricAuchard,EricAuchard
539148newsML.txt,EricAuchard,NickLouth
374573newsML.txt,EricAuchard,EricAuchard
470368newsML.txt,EricAuchard,EricAuchard
382538newsML.txt,EricAuchard,EricAuchard
365349newsML.txt,EricAuchard,DavidLawder
337934newsML.txt,EricAuchard,BradDorfman
492068newsML.txt,AaronPressman,AaronPressman
517526newsML.txt,AaronPressman,JanLopatka
606238newsML.txt,AaronPressman,AaronPressman
469448newsML.txt,AaronPressman,RobinSidel
635785newsML.txt,AaronPressman,AaronPressman
421829newsML.txt,AaronPressman,AlexanderSmith
466275newsML.txt,AaronPressman,AaronPressman
491060newsML.txt,AaronPressman,AaronPressman
42764newsML.txt,AaronPressman,AlexanderSmith
593702newsML.txt,AaronPressman,PierreTran
450788newsML.txt,AaronPressman,AaronPressman
479564newsML.txt,AaronPressman,AaronPressman
424074newsML.txt,AaronPressman,AaronPressman
544012newsML.txt,AaronPressman,AaronPressman
602453newsML.txt,AaronPressman,AaronPressman
600865newsML.txt,AaronPressman,AaronPressman
493995newsML.txt,AaronPressman,AaronPressman
539259newsML.txt,AaronPressman,JohnMastrini
494466newsML.txt,AaronPressman,AaronPressman
593715newsML.txt,AaronPressman,AaronPressman
582759newsML.txt,AaronPressman,AaronPressman
482034newsML.txt,AaronPressman,JohnMastrini
433558newsML.txt,AaronPressman,AaronPressman
518507newsML.txt,AaronPressman,JohnMastrini
507230newsML.txt,AaronPressman,AaronPressman
601962newsML.txt,AaronPressman,JohnMastrini
492770newsML.txt,AaronPressman,AaronPressman
439561newsML.txt,AaronPressman,AaronPressman
436774newsML.txt,AaronPressman,AaronPressman
653225newsML.txt,AaronPressman,DavidLawder
486982newsML.txt,AaronPressman,AaronPressman
629404newsML.txt,AaronPressman,TheresePoletti
650163newsML.txt,AaronPressman,FumikoFujisaki
43033newsML.txt,AaronPressman,AaronPressman
478157newsML.txt,AaronPressman,AaronPressman
605443newsML.txt,AaronPressman,JohnMastrini
582927newsML.txt,AaronPressman,JohnMastrini
630942newsML.txt,AaronPressman,AaronPressman
581517newsML.txt,AaronPressman,AaronPressman
637021newsML.txt,AaronPressman,AaronPressman
566383newsML.txt,AaronPressman,AaronPressman
496933newsML.txt,AaronPressman,AaronPressman
608287newsML.txt,AaronPressman,AaronPressman
583229newsML.txt,AaronPressman,AaronPressman
602451newsML.txt,AaronPressman,AaronPressman
491643newsML.txt,AaronPressman,AaronPressman
595361newsML.txt,AaronPressman,AaronPressman
450383newsML.txt,AaronPressman,AaronPressman
493876newsML.txt,AaronPressman,AaronPressman
64508newsML.txt,AaronPressman,HeatherScoffield
524096newsML.txt,SimonCowell,JoeOrtiz
567680newsML.txt,SimonCowell,AaronPressman
496143newsML.txt,SimonCowell,KirstinRidley
626000newsML.txt,SimonCowell,SimonCowell
604722newsML.txt,SimonCowell,AlexanderSmith
662139newsML.txt,SimonCowell,SimonCowell
490233newsML.txt,SimonCowell,SarahDavison
514480newsML.txt,SimonCowell,SimonCowell
565499newsML.txt,SimonCowell,AlexanderSmith
516664newsML.txt,SimonCowell,JohnMastrini
608563newsML.txt,SimonCowell,EdnaFernandes
567184newsML.txt,SimonCowell,AlexanderSmith
580087newsML.txt,SimonCowell,SimonCowell
496100newsML.txt,SimonCowell,SimonCowell
552126newsML.txt,SimonCowell,SimonCowell
624144newsML.txt,SimonCowell,SimonCowell
480957newsML.txt,SimonCowell,SimonCowell
627635newsML.txt,SimonCowell,TheresePoletti
581808newsML.txt,SimonCowell,SimonCowell
493188newsML.txt,SimonCowell,LynnleyBrowning
585685newsML.txt,SimonCowell,SimonCowell
626136newsML.txt,SimonCowell,SimonCowell
633059newsML.txt,SimonCowell,KevinMorrison
634641newsML.txt,SimonCowell,SimonCowell
585649newsML.txt,SimonCowell,FumikoFujisaki
485513newsML.txt,SimonCowell,SimonCowell
534898newsML.txt,SimonCowell,SimonCowell
650856newsML.txt,SimonCowell,BradDorfman
600532newsML.txt,SimonCowell,JoWinterbottom
655704newsML.txt,SimonCowell,EdnaFernandes
563766newsML.txt,SimonCowell,SimonCowell
625951newsML.txt,SimonCowell,SimonCowell
578465newsML.txt,SimonCowell,JohnMastrini
493177newsML.txt,SimonCowell,SimonCowell
580082newsML.txt,SimonCowell,SimonCowell
631455newsML.txt,SimonCowell,EdnaFernandes
600570newsML.txt,SimonCowell,SimonCowell
562272newsML.txt,SimonCowell,SimonCowell
583527newsML.txt,SimonCowell,SimonCowell
553261newsML.txt,SimonCowell,TheresePoletti
658808newsML.txt,SimonCowell,SimonCowell
572910newsML.txt,SimonCowell,SimonCowell
598856newsML.txt,SimonCowell,SimonCowell
567293newsML.txt,SimonCowell,SimonCowell
643780newsML.txt,SimonCowell,TimFarrand
519956newsML.txt,SimonCowell,AlanCrosby
589488newsML.txt,SimonCowell,BernardHickey
642555newsML.txt,SimonCowell,SimonCowell
488153newsML.txt,SimonCowell,SimonCowell
510928newsML.txt,SimonCowell,TimFarrand
448512newsML.txt,LynneO'Donnell,LynneO'Donnell
394110newsML.txt,LynneO'Donnell,LynneO'Donnell
392189newsML.txt,LynneO'Donnell,LynneO'Donnell
431745newsML.txt,LynneO'Donnell,LynneO'Donnell
34786newsML.txt,LynneO'Donnell,DavidLawder
402635newsML.txt,LynneO'Donnell,ScottHillis
431701newsML.txt,LynneO'Donnell,LynneO'Donnell
30159newsML.txt,LynneO'Donnell,LynneO'Donnell
342460newsML.txt,LynneO'Donnell,LynneO'Donnell
46320newsML.txt,LynneO'Donnell,LynneO'Donnell
29644newsML.txt,LynneO'Donnell,LynneO'Donnell
470975newsML.txt,LynneO'Donnell,AaronPressman
351174newsML.txt,LynneO'Donnell,LynneO'Donnell
399130newsML.txt,LynneO'Donnell,LynneO'Donnell
397899newsML.txt,LynneO'Donnell,LynneO'Donnell
358776newsML.txt,LynneO'Donnell,JohnMastrini
399889newsML.txt,LynneO'Donnell,LynneO'Donnell
426695newsML.txt,LynneO'Donnell,JohnMastrini
413503newsML.txt,LynneO'Donnell,BenjaminKangLim
368201newsML.txt,LynneO'Donnell,LynneO'Donnell
383194newsML.txt,LynneO'Donnell,LynneO'Donnell
358806newsML.txt,LynneO'Donnell,LynneO'Donnell
394081newsML.txt,LynneO'Donnell,JaneMacartney
374038newsML.txt,LynneO'Donnell,LynneO'Donnell
474810newsML.txt,LynneO'Donnell,LynneO'Donnell
42284newsML.txt,LynneO'Donnell,LynneO'Donnell
480355newsML.txt,LynneO'Donnell,LynneO'Donnell
30150newsML.txt,LynneO'Donnell,LynneO'Donnell
396710newsML.txt,LynneO'Donnell,JaneMacartney
426864newsML.txt,LynneO'Donnell,LynneO'Donnell
399373newsML.txt,LynneO'Donnell,AlexanderSmith
4587newsML.txt,LynneO'Donnell,LynneO'Donnell
392383newsML.txt,LynneO'Donnell,LynneO'Donnell
461113newsML.txt,LynneO'Donnell,LynneO'Donnell
329704newsML.txt,LynneO'Donnell,LynneO'Donnell
434690newsML.txt,LynneO'Donnell,LynneO'Donnell
4680newsML.txt,LynneO'Donnell,LynneO'Donnell
409029newsML.txt,LynneO'Donnell,LynneO'Donnell
329320newsML.txt,LynneO'Donnell,LynneO'Donnell
422342newsML.txt,LynneO'Donnell,WilliamKazer
308675newsML.txt,LynneO'Donnell,LynneO'Donnell
336018newsML.txt,LynneO'Donnell,LynneO'Donnell
334764newsML.txt,LynneO'Donnell,LynneO'Donnell
444232newsML.txt,LynneO'Donnell,LynneO'Donnell
467877newsML.txt,LynneO'Donnell,LynneO'Donnell
326546newsML.txt,LynneO'Donnell,LynneO'Donnell
451502newsML.txt,LynneO'Donnell,KarlPenhaul
34681newsML.txt,LynneO'Donnell,TimFarrand
437962newsML.txt,LynneO'Donnell,LynneO'Donnell
441368newsML.txt,LynneO'Donnell,LynneO'Donnell
311197newsML.txt,EdnaFernandes,BradDorfman
347916newsML.txt,EdnaFernandes,AlexanderSmith
232587newsML.txt,EdnaFernandes,EdnaFernandes
232185newsML.txt,EdnaFernandes,EdnaFernandes
239175newsML.txt,EdnaFernandes,EdnaFernandes
255821newsML.txt,EdnaFernandes,EdnaFernandes
297212newsML.txt,EdnaFernandes,JonathanBirt
239190newsML.txt,EdnaFernandes,BernardHickey
311202newsML.txt,EdnaFernandes,EdnaFernandes
254322newsML.txt,EdnaFernandes,EdnaFernandes
331647newsML.txt,EdnaFernandes,EdnaFernandes
299970newsML.txt,EdnaFernandes,EdnaFernandes
337133newsML.txt,EdnaFernandes,EdnaFernandes
355041newsML.txt,EdnaFernandes,EdnaFernandes
240426newsML.txt,EdnaFernandes,EdnaFernandes
303705newsML.txt,EdnaFernandes,JonathanBirt
319311newsML.txt,EdnaFernandes,EdnaFernandes
358016newsML.txt,EdnaFernandes,DarrenSchuettler
255765newsML.txt,EdnaFernandes,JoWinterbottom
290492newsML.txt,EdnaFernandes,JohnMastrini
343315newsML.txt,EdnaFernandes,EdnaFernandes
298705newsML.txt,EdnaFernandes,EdnaFernandes
36015newsML.txt,EdnaFernandes,JoWinterbottom
239177newsML.txt,EdnaFernandes,EdnaFernandes
314446newsML.txt,EdnaFernandes,KouroshKarimkhany
266476newsML.txt,EdnaFernandes,EdnaFernandes
344955newsML.txt,EdnaFernandes,JonathanBirt
327640newsML.txt,EdnaFernandes,EdnaFernandes
241063newsML.txt,EdnaFernandes,EdnaFernandes
352437newsML.txt,EdnaFernandes,EdnaFernandes
232139newsML.txt,EdnaFernandes,EdnaFernandes
322428newsML.txt,EdnaFernandes,EdnaFernandes
331632newsML.txt,EdnaFernandes,EdnaFernandes
308096newsML.txt,EdnaFernandes,GrahamEarnshaw
309658newsML.txt,EdnaFernandes,EdnaFernandes
309691newsML.txt,EdnaFernandes,EdnaFernandes
237949newsML.txt,EdnaFernandes,EdnaFernandes
320924newsML.txt,EdnaFernandes,EdnaFernandes
303604newsML.txt,EdnaFernandes,EdnaFernandes
312577newsML.txt,EdnaFernandes,EdnaFernandes
351972newsML.txt,EdnaFernandes,EdnaFernandes
237920newsML.txt,EdnaFernandes,EdnaFernandes
240680newsML.txt,EdnaFernandes,EdnaFernandes
32950newsML.txt,EdnaFernandes,EdnaFernandes
352479newsML.txt,EdnaFernandes,SimonCowell
31097newsML.txt,EdnaFernandes,EdnaFernandes
253043newsML.txt,EdnaFernandes,EdnaFernandes
286508newsML.txt,EdnaFernandes,EdnaFernandes
232106newsML.txt,EdnaFernandes,BernardHickey
313399newsML.txt,EdnaFernandes,EdnaFernandes
304275newsML.txt,KevinMorrison,KevinMorrison
361836newsML.txt,KevinMorrison,JohnMastrini
386125newsML.txt,KevinMorrison,KevinMorrison
4547newsML.txt,KevinMorrison,KevinMorrison
34572newsML.txt,KevinMorrison,KevinMorrison
426474newsML.txt,KevinMorrison,KevinMorrison
313525newsML.txt,KevinMorrison,KevinMorrison
431629newsML.txt,KevinMorrison,KevinMorrison
425090newsML.txt,KevinMorrison,BernardHickey
365713newsML.txt,KevinMorrison,KevinMorrison
441280newsML.txt,KevinMorrison,MarkBendeich
419311newsML.txt,KevinMorrison,KevinMorrison
304260newsML.txt,KevinMorrison,KevinMorrison
402410newsML.txt,KevinMorrison,KevinMorrison
446953newsML.txt,KevinMorrison,KevinMorrison
373912newsML.txt,KevinMorrison,KevinMorrison
473549newsML.txt,KevinMorrison,AlexanderSmith
392062newsML.txt,KevinMorrison,KevinMorrison
304272newsML.txt,KevinMorrison,KevinMorrison
426489newsML.txt,KevinMorrison,KevinMorrison
38625newsML.txt,KevinMorrison,KevinMorrison
441794newsML.txt,KevinMorrison,KevinMorrison
382156newsML.txt,KevinMorrison,KevinMorrison
369421newsML.txt,KevinMorrison,KevinMorrison
422170newsML.txt,KevinMorrison,KevinMorrison
408899newsML.txt,KevinMorrison,BernardHickey
36584newsML.txt,KevinMorrison,TheresePoletti
416113newsML.txt,KevinMorrison,JohnMastrini
38618newsML.txt,KevinMorrison,JohnMastrini
373905newsML.txt,KevinMorrison,KevinMorrison
470788newsML.txt,KevinMorrison,KevinMorrison
422211newsML.txt,KevinMorrison,KevinMorrison
448400newsML.txt,KevinMorrison,KevinMorrison
36582newsML.txt,KevinMorrison,KevinMorrison
428363newsML.txt,KevinMorrison,KevinMorrison
434637newsML.txt,KevinMorrison,KevinMorrison
392090newsML.txt,KevinMorrison,PierreTran
469950newsML.txt,KevinMorrison,BernardHickey
31244newsML.txt,KevinMorrison,RogerFillion
373952newsML.txt,KevinMorrison,KevinMorrison
34580newsML.txt,KevinMorrison,JimGilchrist
