doc,obs,pred
467485newsML.txt,JoeOrtiz,JoeOrtiz
440510newsML.txt,JoeOrtiz,AlexanderSmith
415575newsML.txt,JoeOrtiz,JoeOrtiz
450830newsML.txt,JoeOrtiz,JoeOrtiz
416007newsML.txt,JoeOrtiz,JoeOrtiz
467483newsML.txt,JoeOrtiz,JoeOrtiz
408154newsML.txt,JoeOrtiz,JoeOrtiz
46943newsML.txt,JoeOrtiz,JoeOrtiz
400547newsML.txt,JoeOrtiz,JoeOrtiz
414162newsML.txt,JoeOrtiz,JoeOrtiz
385567newsML.txt,JoeOrtiz,JoeOrtiz
457123newsML.txt,JoeOrtiz,JoeOrtiz
437354newsML.txt,JoeOrtiz,SarahDavison
398774newsML.txt,JoeOrtiz,JoeOrtiz
402351newsML.txt,JoeOrtiz,JoeOrtiz
379335newsML.txt,JoeOrtiz,JoeOrtiz
443467newsML.txt,JoeOrtiz,JoWinterbottom
385449newsML.txt,JoeOrtiz,JoeOrtiz
402056newsML.txt,JoeOrtiz,JoeOrtiz
379899newsML.txt,JoeOrtiz,JoeOrtiz
411346newsML.txt,JoeOrtiz,JoeOrtiz
414230newsML.txt,JoeOrtiz,JoeOrtiz
385962newsML.txt,JoeOrtiz,JoeOrtiz
413315newsML.txt,JoeOrtiz,JoeOrtiz
388736newsML.txt,JoeOrtiz,AlexanderSmith
427200newsML.txt,JoeOrtiz,JoeOrtiz
479838newsML.txt,JoeOrtiz,DarrenSchuettler
466955newsML.txt,JoeOrtiz,JoeOrtiz
417119newsML.txt,JoeOrtiz,JoeOrtiz
415570newsML.txt,JoeOrtiz,JoeOrtiz
384184newsML.txt,JoeOrtiz,JoeOrtiz
48759newsML.txt,JoeOrtiz,SimonCowell
387359newsML.txt,JoeOrtiz,BradDorfman
419241newsML.txt,JoeOrtiz,JoeOrtiz
456850newsML.txt,JoeOrtiz,JoeOrtiz
424479newsML.txt,JoeOrtiz,JoeOrtiz
397370newsML.txt,JoeOrtiz,JoeOrtiz
418695newsML.txt,JoeOrtiz,JoeOrtiz
408807newsML.txt,JoeOrtiz,JoeOrtiz
379346newsML.txt,JoeOrtiz,JoeOrtiz
405201newsML.txt,JoeOrtiz,JoeOrtiz
482563newsML.txt,JoeOrtiz,WilliamKazer
434168newsML.txt,JoeOrtiz,JoeOrtiz
413327newsML.txt,JoeOrtiz,JoeOrtiz
405061newsML.txt,JoeOrtiz,JoeOrtiz
388829newsML.txt,JoeOrtiz,JoeOrtiz
480979newsML.txt,JoeOrtiz,JoeOrtiz
456216newsML.txt,EricAuchard,EricAuchard
404458newsML.txt,EricAuchard,BradDorfman
328845newsML.txt,EricAuchard,EricAuchard
331353newsML.txt,EricAuchard,EricAuchard
320619newsML.txt,EricAuchard,HeatherScoffield
408364newsML.txt,EricAuchard,EricAuchard
553647newsML.txt,EricAuchard,TheresePoletti
330573newsML.txt,EricAuchard,EricAuchard
515983newsML.txt,EricAuchard,EricAuchard
407529newsML.txt,EricAuchard,EricAuchard
382287newsML.txt,EricAuchard,EricAuchard
408417newsML.txt,EricAuchard,EricAuchard
483679newsML.txt,EricAuchard,EricAuchard
517645newsML.txt,EricAuchard,EricAuchard
412609newsML.txt,EricAuchard,EricAuchard
326019newsML.txt,EricAuchard,EricAuchard
416785newsML.txt,EricAuchard,EricAuchard
465164newsML.txt,EricAuchard,TheresePoletti
561840newsML.txt,EricAuchard,NickLouth
367137newsML.txt,EricAuchard,EricAuchard
525445newsML.txt,EricAuchard,EricAuchard
524749newsML.txt,EricAuchard,EricAuchard
323831newsML.txt,EricAuchard,EricAuchard
517487newsML.txt,EricAuchard,NickLouth
331809newsML.txt,EricAuchard,SamuelPerry
418649newsML.txt,EricAuchard,EricAuchard
556113newsML.txt,EricAuchard,EricAuchard
459981newsML.txt,EricAuchard,EricAuchard
457017newsML.txt,EricAuchard,EricAuchard
403143newsML.txt,EricAuchard,EricAuchard
418918newsML.txt,EricAuchard,EricAuchard
353279newsML.txt,EricAuchard,SamuelPerry
431230newsML.txt,EricAuchard,KouroshKarimkhany
356361newsML.txt,EricAuchard,KouroshKarimkhany
333922newsML.txt,EricAuchard,EricAuchard
409470newsML.txt,EricAuchard,EricAuchard
367764newsML.txt,EricAuchard,EricAuchard
406430newsML.txt,EricAuchard,EricAuchard
316916newsML.txt,EricAuchard,EricAuchard
314122newsML.txt,EricAuchard,EricAuchard
482711newsML.txt,EricAuchard,EricAuchard
337716newsML.txt,EricAuchard,EricAuchard
535691newsML.txt,EricAuchard,NickLouth
523278newsML.txt,EricAuchard,KirstinRidley
539148newsML.txt,EricAuchard,NickLouth
374573newsML.txt,EricAuchard,KouroshKarimkhany
470368newsML.txt,EricAuchard,KouroshKarimkhany
382538newsML.txt,EricAuchard,EricAuchard
365349newsML.txt,EricAuchard,JoWinterbottom
337934newsML.txt,EricAuchard,EricAuchard
492068newsML.txt,AaronPressman,AaronPressman
517526newsML.txt,AaronPressman,AaronPressman
606238newsML.txt,AaronPressman,AaronPressman
469448newsML.txt,AaronPressman,AaronPressman
635785newsML.txt,AaronPressman,EricAuchard
421829newsML.txt,AaronPressman,AaronPressman
466275newsML.txt,AaronPressman,AaronPressman
491060newsML.txt,AaronPressman,AaronPressman
42764newsML.txt,AaronPressman,NickLouth
593702newsML.txt,AaronPressman,AaronPressman
450788newsML.txt,AaronPressman,AaronPressman
479564newsML.txt,AaronPressman,AaronPressman
424074newsML.txt,AaronPressman,AaronPressman
544012newsML.txt,AaronPressman,AaronPressman
602453newsML.txt,AaronPressman,AaronPressman
600865newsML.txt,AaronPressman,AaronPressman
493995newsML.txt,AaronPressman,AaronPressman
539259newsML.txt,AaronPressman,AaronPressman
494466newsML.txt,AaronPressman,AaronPressman
593715newsML.txt,AaronPressman,AaronPressman
582759newsML.txt,AaronPressman,AaronPressman
482034newsML.txt,AaronPressman,EricAuchard
433558newsML.txt,AaronPressman,AaronPressman
518507newsML.txt,AaronPressman,SimonCowell
507230newsML.txt,AaronPressman,AaronPressman
601962newsML.txt,AaronPressman,AaronPressman
492770newsML.txt,AaronPressman,AaronPressman
439561newsML.txt,AaronPressman,AaronPressman
436774newsML.txt,AaronPressman,AaronPressman
653225newsML.txt,AaronPressman,AaronPressman
486982newsML.txt,AaronPressman,AaronPressman
629404newsML.txt,AaronPressman,AaronPressman
650163newsML.txt,AaronPressman,JaneMacartney
43033newsML.txt,AaronPressman,AaronPressman
478157newsML.txt,AaronPressman,AaronPressman
605443newsML.txt,AaronPressman,AaronPressman
582927newsML.txt,AaronPressman,AaronPressman
630942newsML.txt,AaronPressman,AaronPressman
581517newsML.txt,AaronPressman,AaronPressman
637021newsML.txt,AaronPressman,AaronPressman
566383newsML.txt,AaronPressman,AaronPressman
496933newsML.txt,AaronPressman,AaronPressman
608287newsML.txt,AaronPressman,AaronPressman
583229newsML.txt,AaronPressman,AaronPressman
602451newsML.txt,AaronPressman,AaronPressman
491643newsML.txt,AaronPressman,AaronPressman
595361newsML.txt,AaronPressman,AaronPressman
450383newsML.txt,AaronPressman,AaronPressman
493876newsML.txt,AaronPressman,AaronPressman
64508newsML.txt,AaronPressman,WilliamKazer
524096newsML.txt,SimonCowell,FumikoFujisaki
567680newsML.txt,SimonCowell,SimonCowell
496143newsML.txt,SimonCowell,SimonCowell
626000newsML.txt,SimonCowell,SimonCowell
604722newsML.txt,SimonCowell,SimonCowell
662139newsML.txt,SimonCowell,SimonCowell
490233newsML.txt,SimonCowell,SimonCowell
514480newsML.txt,SimonCowell,SimonCowell
565499newsML.txt,SimonCowell,SimonCowell
516664newsML.txt,SimonCowell,SimonCowell
608563newsML.txt,SimonCowell,JoeOrtiz
567184newsML.txt,SimonCowell,SimonCowell
580087newsML.txt,SimonCowell,SimonCowell
496100newsML.txt,SimonCowell,SimonCowell
552126newsML.txt,SimonCowell,TimFarrand
624144newsML.txt,SimonCowell,JoeOrtiz
480957newsML.txt,SimonCowell,SimonCowell
627635newsML.txt,SimonCowell,SimonCowell
581808newsML.txt,SimonCowell,SimonCowell
493188newsML.txt,SimonCowell,SimonCowell
585685newsML.txt,SimonCowell,AlexanderSmith
626136newsML.txt,SimonCowell,SimonCowell
633059newsML.txt,SimonCowell,SimonCowell
634641newsML.txt,SimonCowell,SimonCowell
585649newsML.txt,SimonCowell,SimonCowell
485513newsML.txt,SimonCowell,SimonCowell
534898newsML.txt,SimonCowell,SimonCowell
650856newsML.txt,SimonCowell,SimonCowell
600532newsML.txt,SimonCowell,SimonCowell
655704newsML.txt,SimonCowell,SimonCowell
563766newsML.txt,SimonCowell,SimonCowell
625951newsML.txt,SimonCowell,FumikoFujisaki
578465newsML.txt,SimonCowell,SimonCowell
493177newsML.txt,SimonCowell,SimonCowell
580082newsML.txt,SimonCowell,SimonCowell
631455newsML.txt,SimonCowell,SimonCowell
600570newsML.txt,SimonCowell,SimonCowell
562272newsML.txt,SimonCowell,JoeOrtiz
583527newsML.txt,SimonCowell,SimonCowell
553261newsML.txt,SimonCowell,TimFarrand
658808newsML.txt,SimonCowell,SimonCowell
572910newsML.txt,SimonCowell,SimonCowell
598856newsML.txt,SimonCowell,SimonCowell
567293newsML.txt,SimonCowell,SimonCowell
643780newsML.txt,SimonCowell,SimonCowell
519956newsML.txt,SimonCowell,SimonCowell
589488newsML.txt,SimonCowell,SimonCowell
642555newsML.txt,SimonCowell,SimonCowell
488153newsML.txt,SimonCowell,SimonCowell
510928newsML.txt,SimonCowell,SimonCowell
448512newsML.txt,LynneO'Donnell,LynneO'Donnell
394110newsML.txt,LynneO'Donnell,LynneO'Donnell
392189newsML.txt,LynneO'Donnell,LynneO'Donnell
431745newsML.txt,LynneO'Donnell,LynneO'Donnell
34786newsML.txt,LynneO'Donnell,LynneO'Donnell
402635newsML.txt,LynneO'Donnell,LynneO'Donnell
431701newsML.txt,LynneO'Donnell,LynneO'Donnell
30159newsML.txt,LynneO'Donnell,LynneO'Donnell
342460newsML.txt,LynneO'Donnell,LynneO'Donnell
46320newsML.txt,LynneO'Donnell,LynneO'Donnell
29644newsML.txt,LynneO'Donnell,LynneO'Donnell
470975newsML.txt,LynneO'Donnell,JaneMacartney
351174newsML.txt,LynneO'Donnell,LynneO'Donnell
399130newsML.txt,LynneO'Donnell,LynneO'Donnell
397899newsML.txt,LynneO'Donnell,LynneO'Donnell
358776newsML.txt,LynneO'Donnell,LynneO'Donnell
399889newsML.txt,LynneO'Donnell,LynneO'Donnell
426695newsML.txt,LynneO'Donnell,LynneO'Donnell
413503newsML.txt,LynneO'Donnell,WilliamKazer
368201newsML.txt,LynneO'Donnell,LynneO'Donnell
383194newsML.txt,LynneO'Donnell,LynneO'Donnell
358806newsML.txt,LynneO'Donnell,LynneO'Donnell
394081newsML.txt,LynneO'Donnell,GrahamEarnshaw
374038newsML.txt,LynneO'Donnell,LynneO'Donnell
474810newsML.txt,LynneO'Donnell,WilliamKazer
42284newsML.txt,LynneO'Donnell,LynneO'Donnell
480355newsML.txt,LynneO'Donnell,LynneO'Donnell
30150newsML.txt,LynneO'Donnell,LynneO'Donnell
396710newsML.txt,LynneO'Donnell,BenjaminKangLim
426864newsML.txt,LynneO'Donnell,LynneO'Donnell
399373newsML.txt,LynneO'Donnell,BenjaminKangLim
4587newsML.txt,LynneO'Donnell,LynneO'Donnell
392383newsML.txt,LynneO'Donnell,LynneO'Donnell
461113newsML.txt,LynneO'Donnell,LynneO'Donnell
329704newsML.txt,LynneO'Donnell,LynneO'Donnell
434690newsML.txt,LynneO'Donnell,LynneO'Donnell
4680newsML.txt,LynneO'Donnell,LynneO'Donnell
409029newsML.txt,LynneO'Donnell,LynneO'Donnell
329320newsML.txt,LynneO'Donnell,LynneO'Donnell
422342newsML.txt,LynneO'Donnell,LynneO'Donnell
308675newsML.txt,LynneO'Donnell,LynneO'Donnell
336018newsML.txt,LynneO'Donnell,LynneO'Donnell
334764newsML.txt,LynneO'Donnell,LynneO'Donnell
444232newsML.txt,LynneO'Donnell,GrahamEarnshaw
467877newsML.txt,LynneO'Donnell,LynneO'Donnell
326546newsML.txt,LynneO'Donnell,LynneO'Donnell
451502newsML.txt,LynneO'Donnell,LynneO'Donnell
34681newsML.txt,LynneO'Donnell,LynneO'Donnell
437962newsML.txt,LynneO'Donnell,LynneO'Donnell
441368newsML.txt,LynneO'Donnell,LynneO'Donnell
311197newsML.txt,EdnaFernandes,EdnaFernandes
347916newsML.txt,EdnaFernandes,EdnaFernandes
232587newsML.txt,EdnaFernandes,EdnaFernandes
232185newsML.txt,EdnaFernandes,EdnaFernandes
239175newsML.txt,EdnaFernandes,EdnaFernandes
255821newsML.txt,EdnaFernandes,EdnaFernandes
297212newsML.txt,EdnaFernandes,LynneO'Donnell
239190newsML.txt,EdnaFernandes,EdnaFernandes
311202newsML.txt,EdnaFernandes,EdnaFernandes
254322newsML.txt,EdnaFernandes,EdnaFernandes
331647newsML.txt,EdnaFernandes,EdnaFernandes
299970newsML.txt,EdnaFernandes,EdnaFernandes
337133newsML.txt,EdnaFernandes,KirstinRidley
355041newsML.txt,EdnaFernandes,EdnaFernandes
240426newsML.txt,EdnaFernandes,EdnaFernandes
303705newsML.txt,EdnaFernandes,EdnaFernandes
319311newsML.txt,EdnaFernandes,PierreTran
358016newsML.txt,EdnaFernandes,EdnaFernandes
255765newsML.txt,EdnaFernandes,EdnaFernandes
290492newsML.txt,EdnaFernandes,EdnaFernandes
343315newsML.txt,EdnaFernandes,EdnaFernandes
298705newsML.txt,EdnaFernandes,EdnaFernandes
36015newsML.txt,EdnaFernandes,EdnaFernandes
239177newsML.txt,EdnaFernandes,EdnaFernandes
314446newsML.txt,EdnaFernandes,EdnaFernandes
266476newsML.txt,EdnaFernandes,JoWinterbottom
344955newsML.txt,EdnaFernandes,EdnaFernandes
327640newsML.txt,EdnaFernandes,EdnaFernandes
241063newsML.txt,EdnaFernandes,EdnaFernandes
352437newsML.txt,EdnaFernandes,EdnaFernandes
232139newsML.txt,EdnaFernandes,EdnaFernandes
322428newsML.txt,EdnaFernandes,EdnaFernandes
331632newsML.txt,EdnaFernandes,EdnaFernandes
308096newsML.txt,EdnaFernandes,EdnaFernandes
309658newsML.txt,EdnaFernandes,EdnaFernandes
309691newsML.txt,EdnaFernandes,EdnaFernandes
237949newsML.txt,EdnaFernandes,EdnaFernandes
320924newsML.txt,EdnaFernandes,EdnaFernandes
303604newsML.txt,EdnaFernandes,EdnaFernandes
312577newsML.txt,EdnaFernandes,EdnaFernandes
351972newsML.txt,EdnaFernandes,EdnaFernandes
237920newsML.txt,EdnaFernandes,EdnaFernandes
240680newsML.txt,EdnaFernandes,EdnaFernandes
32950newsML.txt,EdnaFernandes,EdnaFernandes
352479newsML.txt,EdnaFernandes,EdnaFernandes
31097newsML.txt,EdnaFernandes,JoWinterbottom
253043newsML.txt,EdnaFernandes,EdnaFernandes
286508newsML.txt,EdnaFernandes,BenjaminKangLim
232106newsML.txt,EdnaFernandes,EdnaFernandes
313399newsML.txt,EdnaFernandes,EdnaFernandes
304275newsML.txt,KevinMorrison,MarkBendeich
361836newsML.txt,KevinMorrison,KevinMorrison
386125newsML.txt,KevinMorrison,KevinMorrison
4547newsML.txt,KevinMorrison,KevinMorrison
34572newsML.txt,KevinMorrison,KevinMorrison
426474newsML.txt,KevinMorrison,KevinMorrison
313525newsML.txt,KevinMorrison,KevinMorrison
431629newsML.txt,KevinMorrison,KarlPenhaul
425090newsML.txt,KevinMorrison,PeterHumphrey
365713newsML.txt,KevinMorrison,KevinMorrison
441280newsML.txt,KevinMorrison,KevinMorrison
419311newsML.txt,KevinMorrison,DarrenSchuettler
304260newsML.txt,KevinMorrison,KevinMorrison
402410newsML.txt,KevinMorrison,KevinMorrison
446953newsML.txt,KevinMorrison,KevinMorrison
373912newsML.txt,KevinMorrison,KevinMorrison
473549newsML.txt,KevinMorrison,BernardHickey
392062newsML.txt,KevinMorrison,KevinMorrison
304272newsML.txt,KevinMorrison,KevinMorrison
426489newsML.txt,KevinMorrison,KevinMorrison
38625newsML.txt,KevinMorrison,KevinMorrison
441794newsML.txt,KevinMorrison,KevinMorrison
382156newsML.txt,KevinMorrison,JoWinterbottom
369421newsML.txt,KevinMorrison,KevinMorrison
422170newsML.txt,KevinMorrison,KevinMorrison
408899newsML.txt,KevinMorrison,MarkBendeich
36584newsML.txt,KevinMorrison,KevinMorrison
416113newsML.txt,KevinMorrison,KevinMorrison
38618newsML.txt,KevinMorrison,KevinMorrison
373905newsML.txt,KevinMorrison,KevinMorrison
470788newsML.txt,KevinMorrison,KevinMorrison
422211newsML.txt,KevinMorrison,KevinMorrison
448400newsML.txt,KevinMorrison,KevinMorrison
36582newsML.txt,KevinMorrison,KevinMorrison
428363newsML.txt,KevinMorrison,KevinMorrison
434637newsML.txt,KevinMorrison,KevinMorrison
392090newsML.txt,KevinMorrison,KevinMorrison
469950newsML.txt,KevinMorrison,KevinMorrison
31244newsML.txt,KevinMorrison,KevinMorrison
